Gene stable ID,Mouse gene name,Mouse homology type,Gene name,Gene stable ID version
ENSG00000198692,Eif1ad15,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad4,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad17,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad12,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad11,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad14,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad3,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad10,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad8,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad18,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad16,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad6,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000198692,Eif1ad19,ortholog_one2many,EIF1AY,ENSG00000198692.10
ENSG00000273554,Slc6a8,ortholog_one2many,,ENSG00000273554.4
ENSG00000244395,Gm21704,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm10256,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm29289,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm3376,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm4064,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm21708,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm10352,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm21693,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Gm21677,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000244395,Rbmy,ortholog_many2many,RBMY1D,ENSG00000244395.6
ENSG00000169953,Hsfy2,ortholog_one2many,HSFY2,ENSG00000169953.12
ENSG00000251970,Gm55455,ortholog_many2many,RNU1-41P,ENSG00000251970.1
ENSG00000251970,Gm55456,ortholog_many2many,RNU1-41P,ENSG00000251970.1
ENSG00000252513,Gm55455,ortholog_many2many,RNU1-128P,ENSG00000252513.1
ENSG00000252513,Gm55456,ortholog_many2many,RNU1-128P,ENSG00000252513.1
ENSG00000252166,Gm55455,ortholog_many2many,RNU1-95P,ENSG00000252166.1
ENSG00000252166,Gm55456,ortholog_many2many,RNU1-95P,ENSG00000252166.1
ENSG00000252209,Gm55455,ortholog_many2many,RNU1-48P,ENSG00000252209.1
ENSG00000252209,Gm55456,ortholog_many2many,RNU1-48P,ENSG00000252209.1
ENSG00000012817,Kdm5d,ortholog_one2one,KDM5D,ENSG00000012817.16
ENSG00000158270,Colec12,ortholog_one2one,COLEC12,ENSG00000158270.12
ENSG00000172468,Hsfy2,ortholog_one2many,HSFY1,ENSG00000172468.14
ENSG00000141401,Impa2,ortholog_one2one,IMPA2,ENSG00000141401.12
ENSG00000176679,Tgif2lx1,ortholog_many2many,TGIF2LY,ENSG00000176679.9
ENSG00000176679,Tgif2lx2,ortholog_many2many,TGIF2LY,ENSG00000176679.9
ENSG00000169800,Gm21704,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm10256,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm29289,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm3376,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm4064,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm21708,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm10352,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm21693,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Gm21677,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000169800,Rbmy,ortholog_many2many,RBMY1F,ENSG00000169800.14
ENSG00000198445,Cct8l1,ortholog_one2one,CCT8L2,ENSG00000198445.4
ENSG00000168461,Rab31,ortholog_one2one,RAB31,ENSG00000168461.13
ENSG00000251996,Gm26438,ortholog_one2many,Y_RNA,ENSG00000251996.1
ENSG00000252472,Gm25652,ortholog_one2many,RNU6-521P,ENSG00000252472.1
ENSG00000099917,Med15,ortholog_one2one,MED15,ENSG00000099917.17
ENSG00000205916,Dazl,ortholog_one2many,DAZ4,ENSG00000205916.12
ENSG00000176105,Yes1,ortholog_one2one,YES1,ENSG00000176105.14
ENSG00000166974,Mapre2,ortholog_one2one,MAPRE2,ENSG00000166974.13
ENSG00000184895,Sry,ortholog_one2one,SRY,ENSG00000184895.8
ENSG00000197705,Klhl14,ortholog_one2one,KLHL14,ENSG00000197705.10
ENSG00000067646,Zfx,ortholog_one2many,ZFY,ENSG00000067646.12
ENSG00000184792,Osbp2,ortholog_one2one,OSBP2,ENSG00000184792.16
ENSG00000067048,Ddx3y,ortholog_one2one,DDX3Y,ENSG00000067048.17
ENSG00000178127,Ndufv2,ortholog_one2one,NDUFV2,ENSG00000178127.13
ENSG00000183878,Uty,ortholog_one2one,UTY,ENSG00000183878.16
ENSG00000154889,Mppe1,ortholog_one2one,MPPE1,ENSG00000154889.17
ENSG00000185666,Syn3,ortholog_one2one,SYN3,ENSG00000185666.15
ENSG00000099985,Osm,ortholog_one2one,OSM,ENSG00000099985.4
ENSG00000171873,Adra1d,ortholog_one2one,ADRA1D,ENSG00000171873.8
ENSG00000101282,Rspo4,ortholog_one2one,RSPO4,ENSG00000101282.9
ENSG00000185721,Drg1,ortholog_one2one,DRG1,ENSG00000185721.13
ENSG00000125903,Defb23,ortholog_one2one,DEFB129,ENSG00000125903.4
ENSG00000101280,Angpt4,ortholog_one2one,ANGPT4,ENSG00000101280.8
ENSG00000101489,Celf4,ortholog_one2one,CELF4,ENSG00000101489.20
ENSG00000154620,Tmsb4x,ortholog_one2one,TMSB4Y,ENSG00000154620.6
ENSG00000089012,Sirpb1b,ortholog_many2many,SIRPG,ENSG00000089012.14
ENSG00000089012,Sirpb1c,ortholog_many2many,SIRPG,ENSG00000089012.14
ENSG00000089012,Gm5150,ortholog_many2many,SIRPG,ENSG00000089012.14
ENSG00000089012,Gm9733,ortholog_many2many,SIRPG,ENSG00000089012.14
ENSG00000089012,Sirpa,ortholog_many2many,SIRPG,ENSG00000089012.14
ENSG00000089012,Sirpb1a,ortholog_many2many,SIRPG,ENSG00000089012.14
ENSG00000187191,Dazl,ortholog_one2many,DAZ3,ENSG00000187191.16
ENSG00000176635,Hormad2,ortholog_one2one,HORMAD2,ENSG00000176635.18
ENSG00000171984,Shld1,ortholog_one2one,SHLD1,ENSG00000171984.15
ENSG00000188120,Dazl,ortholog_one2many,DAZ1,ENSG00000188120.16
ENSG00000125827,Tmx4,ortholog_one2one,TMX4,ENSG00000125827.9
ENSG00000100225,Fbxo7,ortholog_one2one,FBXO7,ENSG00000100225.18
ENSG00000149346,Slx4ip,ortholog_one2one,SLX4IP,ENSG00000149346.15
ENSG00000178591,Defb26,ortholog_one2one,DEFB125,ENSG00000178591.7
ENSG00000125820,Nkx2-2,ortholog_one2one,NKX2-2,ENSG00000125820.6
ENSG00000125845,Bmp2,ortholog_one2one,BMP2,ENSG00000125845.7
ENSG00000101327,Pdyn,ortholog_one2one,PDYN,ENSG00000101327.9
ENSG00000100365,Ncf4,ortholog_one2one,NCF4,ENSG00000100365.16
ENSG00000092377,Tbl1x,ortholog_one2many,TBL1Y,ENSG00000092377.15
ENSG00000125898,Fam110a,ortholog_one2one,FAM110A,ENSG00000125898.13
ENSG00000173404,Insm1,ortholog_one2one,INSM1,ENSG00000173404.5
ENSG00000185982,Defb20,ortholog_one2one,DEFB128,ENSG00000185982.7
ENSG00000132640,Btbd3,ortholog_one2one,BTBD3,ENSG00000132640.15
ENSG00000205944,Dazl,ortholog_one2many,DAZ2,ENSG00000205944.12
ENSG00000231824,Akain1,ortholog_one2one,AKAIN1,ENSG00000231824.4
ENSG00000132874,Slc14a2,ortholog_one2one,SLC14A2,ENSG00000132874.15
ENSG00000198089,Sfi1,ortholog_one2one,SFI1,ENSG00000198089.16
ENSG00000017797,Ralbp1,ortholog_one2one,RALBP1,ENSG00000017797.13
ENSG00000125816,Nkx2-4,ortholog_one2one,NKX2-4,ENSG00000125816.5
ENSG00000089063,Tmem230,ortholog_one2one,TMEM230,ENSG00000089063.15
ENSG00000141380,Ss18,ortholog_one2one,SS18,ENSG00000141380.14
ENSG00000125851,Pcsk2,ortholog_one2one,PCSK2,ENSG00000125851.10
ENSG00000242389,Gm21704,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm10256,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm29289,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm3376,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm4064,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm21708,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm10352,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm21693,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Gm21677,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000242389,Rbmy,ortholog_many2many,RBMY1E,ENSG00000242389.9
ENSG00000125815,Cst8,ortholog_one2one,CST8,ENSG00000125815.9
ENSG00000101230,Ism1,ortholog_one2one,ISM1,ENSG00000101230.6
ENSG00000101463,Syndig1,ortholog_one2one,SYNDIG1,ENSG00000101463.6
ENSG00000101323,Hao1,ortholog_one2one,HAO1,ENSG00000101323.5
ENSG00000088930,Xrn2,ortholog_one2one,XRN2,ENSG00000088930.8
ENSG00000252625,Gm55455,ortholog_many2many,RNU1-40P,ENSG00000252625.1
ENSG00000252625,Gm55456,ortholog_many2many,RNU1-40P,ENSG00000252625.1
ENSG00000252948,Gm26111,ortholog_one2many,RNU6-1314P,ENSG00000252948.1
ENSG00000139910,Nova1,ortholog_one2one,NOVA1,ENSG00000139910.20
ENSG00000100346,Cacna1i,ortholog_one2one,CACNA1I,ENSG00000100346.18
ENSG00000252681,Gm55455,ortholog_many2many,RNU1-97P,ENSG00000252681.1
ENSG00000252681,Gm55456,ortholog_many2many,RNU1-97P,ENSG00000252681.1
ENSG00000099715,Pcdh11x,ortholog_one2many,PCDH11Y,ENSG00000099715.15
ENSG00000125870,Snrpb2,ortholog_one2one,SNRPB2,ENSG00000125870.11
ENSG00000211829,Trdc,ortholog_one2one,TRDC,ENSG00000211829.9
ENSG00000101745,Ankrd12,ortholog_one2one,ANKRD12,ENSG00000101745.17
ENSG00000251917,Gm55455,ortholog_many2many,RNU1-86P,ENSG00000251917.1
ENSG00000251917,Gm55456,ortholog_many2many,RNU1-86P,ENSG00000251917.1
ENSG00000077984,Cst7,ortholog_one2one,CST7,ENSG00000077984.6
ENSG00000151413,Nubpl,ortholog_one2one,NUBPL,ENSG00000151413.17
ENSG00000101474,Apmap,ortholog_one2one,APMAP,ENSG00000101474.12
ENSG00000252426,Gm55455,ortholog_many2many,RNU1-107P,ENSG00000252426.1
ENSG00000252426,Gm55456,ortholog_many2many,RNU1-107P,ENSG00000252426.1
ENSG00000152242,8030462N17Rik,ortholog_one2one,C18orf25,ENSG00000152242.11
ENSG00000125864,Bfsp1,ortholog_one2one,BFSP1,ENSG00000125864.14
ENSG00000129515,Snx6,ortholog_one2one,SNX6,ENSG00000129515.20
ENSG00000226941,Gm21704,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm10256,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm29289,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm3376,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm4064,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm21708,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm10352,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm21693,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Gm21677,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000226941,Rbmy,ortholog_many2many,RBMY1J,ENSG00000226941.9
ENSG00000154839,Ska1,ortholog_one2one,SKA1,ENSG00000154839.10
ENSG00000149435,Ggt1,ortholog_one2many,GGTLC1,ENSG00000149435.12
ENSG00000141425,Rprd1a,ortholog_one2one,RPRD1A,ENSG00000141425.18
ENSG00000242875,Gm21704,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm10256,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm29289,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm3376,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm4064,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm21708,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm10352,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm21693,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Gm21677,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000242875,Rbmy,ortholog_many2many,RBMY1B,ENSG00000242875.7
ENSG00000100354,Tnrc6b,ortholog_one2one,TNRC6B,ENSG00000100354.21
ENSG00000125868,Dstn,ortholog_one2one,DSTN,ENSG00000125868.16
ENSG00000087301,Txndc16,ortholog_one2one,TXNDC16,ENSG00000087301.9
ENSG00000234414,Gm21704,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm10256,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm29289,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm3376,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm4064,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm21708,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm10352,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm21693,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Gm21677,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000234414,Rbmy,ortholog_many2many,RBMY1A1,ENSG00000234414.8
ENSG00000125834,Stk35,ortholog_one2one,STK35,ENSG00000125834.13
ENSG00000152214,Rit2,ortholog_one2one,RIT2,ENSG00000152214.14
ENSG00000215397,Scrt2,ortholog_one2one,SCRT2,ENSG00000215397.4
ENSG00000232948,Defb47,ortholog_one2many,DEFB130A,ENSG00000232948.1
ENSG00000198646,Ncoa6,ortholog_one2one,NCOA6,ENSG00000198646.14
ENSG00000253958,Cldn23,ortholog_one2one,CLDN23,ENSG00000253958.2
ENSG00000164821,Defa24,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa5,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa27,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa22,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa26,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa17,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa42,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa30,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa32,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa31,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa3,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa33,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa21,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa39,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa40,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa35,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa29,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa28,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa43,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa20,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa41,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa25,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa34,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa37,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa2,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,AY761185,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa38,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa23,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000164821,Defa36,ortholog_many2many,DEFA4,ENSG00000164821.5
ENSG00000212710,Mia2,ortholog_one2many,CTAGE1,ENSG00000212710.5
ENSG00000173281,Ppp1r3b,ortholog_one2one,PPP1R3B,ENSG00000173281.5
ENSG00000134489,Hrh4,ortholog_one2one,HRH4,ENSG00000134489.7
ENSG00000175329,Isx,ortholog_one2one,ISX,ENSG00000175329.13
ENSG00000154646,Tmprss15,ortholog_one2one,TMPRSS15,ENSG00000154646.9
ENSG00000256590,Trdv5,ortholog_one2one,TRDV3,ENSG00000256590.2
ENSG00000173273,Tnks,ortholog_one2one,TNKS,ENSG00000173273.16
ENSG00000168229,Ptgdr,ortholog_one2one,PTGDR,ENSG00000168229.4
ENSG00000101773,Rbbp8,ortholog_one2one,RBBP8,ENSG00000101773.19
ENSG00000100294,Mcat,ortholog_one2one,MCAT,ENSG00000100294.13
ENSG00000189139,Fscb,ortholog_one2one,FSCB,ENSG00000189139.6
ENSG00000073712,Fermt2,ortholog_one2one,FERMT2,ENSG00000073712.15
ENSG00000100170,Slc5a1,ortholog_one2one,SLC5A1,ENSG00000100170.10
ENSG00000176177,Enthd1,ortholog_one2one,ENTHD1,ENSG00000176177.10
ENSG00000088782,Defb22,ortholog_many2many,DEFB127,ENSG00000088782.5
ENSG00000154639,Cxadr,ortholog_one2one,CXADR,ENSG00000154639.19
ENSG00000128342,Lif,ortholog_one2one,LIF,ENSG00000128342.5
ENSG00000172296,Sptlc3,ortholog_one2one,SPTLC3,ENSG00000172296.13
ENSG00000100307,Cbx7,ortholog_one2one,CBX7,ENSG00000100307.13
ENSG00000131069,Acss2,ortholog_one2one,ACSS2,ENSG00000131069.20
ENSG00000100344,Pnpla3,ortholog_one2one,PNPLA3,ENSG00000100344.11
ENSG00000154359,Lonrf1,ortholog_one2one,LONRF1,ENSG00000154359.13
ENSG00000186976,Efcab6,ortholog_one2one,EFCAB6,ENSG00000186976.15
ENSG00000156253,Rwdd2b,ortholog_one2one,RWDD2B,ENSG00000156253.7
ENSG00000168234,Ttc39c,ortholog_one2one,TTC39C,ENSG00000168234.13
ENSG00000129480,Dtd2,ortholog_one2one,DTD2,ENSG00000129480.13
ENSG00000100519,Psmc6,ortholog_one2one,PSMC6,ENSG00000100519.12
ENSG00000175806,Msra,ortholog_one2one,MSRA,ENSG00000175806.15
ENSG00000187323,Dcc,ortholog_one2one,DCC,ENSG00000187323.12
ENSG00000054611,Tbc1d22a,ortholog_one2one,TBC1D22A,ENSG00000054611.14
ENSG00000134020,Pebp4,ortholog_one2one,PEBP4,ENSG00000134020.8
ENSG00000141639,Mapk4,ortholog_one2one,MAPK4,ENSG00000141639.12
ENSG00000184647,Prss55,ortholog_one2one,PRSS55,ENSG00000184647.11
ENSG00000275591,Xkr5,ortholog_one2one,XKR5,ENSG00000275591.5
ENSG00000180998,Gpr137c,ortholog_one2one,GPR137C,ENSG00000180998.12
ENSG00000141622,Rnf165,ortholog_one2one,RNF165,ENSG00000141622.14
ENSG00000126773,Pcnx4,ortholog_one2one,PCNX4,ENSG00000126773.13
ENSG00000253649,Prss51,ortholog_one2one,PRSS51,ENSG00000253649.5
ENSG00000275342,Prag1,ortholog_one2one,PRAG1,ENSG00000275342.5
ENSG00000134042,Mro,ortholog_one2one,MRO,ENSG00000134042.14
ENSG00000168546,Gfra2,ortholog_one2one,GFRA2,ENSG00000168546.11
ENSG00000142207,Urb1,ortholog_one2one,URB1,ENSG00000142207.7
ENSG00000126778,Six1,ortholog_one2one,SIX1,ENSG00000126778.12
ENSG00000154001,Ppp2r5e,ortholog_one2one,PPP2R5E,ENSG00000154001.14
ENSG00000215547,Defb28,ortholog_one2one,DEFB115,ENSG00000215547.1
ENSG00000164741,Dlc1,ortholog_one2one,DLC1,ENSG00000164741.15
ENSG00000154721,Jam2,ortholog_one2one,JAM2,ENSG00000154721.15
ENSG00000067900,Rock1,ortholog_one2one,ROCK1,ENSG00000067900.8
ENSG00000156256,Usp16,ortholog_one2one,USP16,ENSG00000156256.15
ENSG00000100426,Zbed4,ortholog_one2one,ZBED4,ENSG00000100426.7
ENSG00000056487,Phf21b,ortholog_one2one,PHF21B,ENSG00000056487.16
ENSG00000078804,Trp53inp2,ortholog_one2one,TP53INP2,ENSG00000078804.13
ENSG00000177511,St8sia3,ortholog_one2one,ST8SIA3,ENSG00000177511.6
ENSG00000176641,Rnf152,ortholog_one2one,RNF152,ENSG00000176641.11
ENSG00000101384,Jag1,ortholog_one2one,JAG1,ENSG00000101384.12
ENSG00000166510,Ccdc68,ortholog_one2one,CCDC68,ENSG00000166510.14
ENSG00000175387,Smad2,ortholog_one2one,SMAD2,ENSG00000175387.16
ENSG00000198252,Styx-ps,ortholog_one2many,STYX,ENSG00000198252.12
ENSG00000198252,Styx,ortholog_one2many,STYX,ENSG00000198252.12
ENSG00000164151,Ice1,ortholog_one2one,ICE1,ENSG00000164151.12
ENSG00000100316,Rpl3,ortholog_one2one,RPL3,ENSG00000100316.16
ENSG00000185053,Sgcz,ortholog_one2one,SGCZ,ENSG00000185053.14
ENSG00000126790,L3hypdh,ortholog_one2one,L3HYPDH,ENSG00000126790.12
ENSG00000156282,Cldn17,ortholog_one2one,CLDN17,ENSG00000156282.5
ENSG00000166265,Cyyr1,ortholog_one2one,CYYR1,ENSG00000166265.13
ENSG00000089057,Slc23a2,ortholog_one2one,SLC23A2,ENSG00000089057.15
ENSG00000145536,Adamts16,ortholog_one2one,ADAMTS16,ENSG00000145536.15
ENSG00000147324,Mfhas1,ortholog_one2one,MFHAS1,ENSG00000147324.11
ENSG00000243927,Mrps6,ortholog_one2one,MRPS6,ENSG00000243927.6
ENSG00000179008,4930447C04Rik,ortholog_one2one,C14orf39,ENSG00000179008.9
ENSG00000254093,Pinx1,ortholog_one2one,PINX1,ENSG00000254093.9
ENSG00000188694,Krtap24-1,ortholog_one2one,KRTAP24-1,ENSG00000188694.6
ENSG00000198743,Slc5a3,ortholog_one2one,SLC5A3,ENSG00000198743.7
ENSG00000159259,Chaf1b,ortholog_one2one,CHAF1B,ENSG00000159259.8
ENSG00000198791,Cnot7,ortholog_one2one,CNOT7,ENSG00000198791.12
ENSG00000184302,Six6,ortholog_one2one,SIX6,ENSG00000184302.7
ENSG00000171421,Mrpl36,ortholog_one2one,MRPL36,ENSG00000171421.13
ENSG00000100625,Six4,ortholog_one2one,SIX4,ENSG00000100625.9
ENSG00000041353,Rab27b,ortholog_one2one,RAB27B,ENSG00000041353.10
ENSG00000124279,Fastkd3,ortholog_one2one,FASTKD3,ENSG00000124279.12
ENSG00000101435,Cstdc2,ortholog_one2many,CST9L,ENSG00000101435.5
ENSG00000101435,Cst9,ortholog_one2many,CST9L,ENSG00000101435.5
ENSG00000156304,Scaf4,ortholog_one2one,SCAF4,ENSG00000156304.15
ENSG00000075218,Gtse1,ortholog_one2one,GTSE1,ENSG00000075218.19
