,uniprot,annotation,iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,FP_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,TP_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,FP_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,TP_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,FP_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,TP_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,FP_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,TP_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,FP_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,TP_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,FP_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,TP_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio
53,Q03311,TP,2.9866602286800883,6.0,18.0,0.07964601769911504,0.007177033492822967,0.07246898420629208,2.994488609876029,6.0,21.0,0.09502262443438914,0.007263922518159807,0.08775870191622932,3.45932404084,3.0,11.0,0.048672566371681415,0.0035971223021582736,0.04507544406952314,3.474887165809888,2.0,11.0,0.049773755656108594,0.002421307506053269,0.04735244815005533,2.76262266435565,7.0,23.0,0.10176991150442478,0.008373205741626795,0.09339670576279799,2.7932228389506157,8.0,25.0,0.11312217194570136,0.009650180940892641,0.10347199100480872,3.25346023381436,9.0,11.0,0.05045871559633028,0.011152416356877323,0.03930629923945295,2.319383414951015,22.0,29.0,0.1380952380952381,0.028683181225554105,0.109412056869684,2.7426838060801075,8.0,17.0,0.0779816513761468,0.009900990099009901,0.0680806612771369,1.8068493751219068,30.0,37.0,0.1761904761904762,0.0390625,0.1371279761904762,1.6983082021487894,28.0,15.0,0.06912442396313365,0.034912718204488775,0.03421170575864487,0.7242886661333829,120.0,54.0,0.25961538461538464,0.15706806282722513,0.1025473217881595
54,P81117,TP,2.980305345362912,6.0,19.0,0.084070796460177,0.007177033492822967,0.07689376296735403,2.927805840544075,6.0,23.0,0.10407239819004525,0.007263922518159807,0.09680847567188544,3.248993565227549,5.0,18.0,0.07964601769911504,0.005995203836930456,0.07365081386218458,3.2042288041826588,3.0,18.0,0.08144796380090498,0.0036319612590799033,0.07781600254182508,2.6837374589896683,9.0,29.0,0.12831858407079647,0.01076555023923445,0.11755303383156201,2.654009747569856,9.0,31.0,0.14027149321266968,0.010856453558504222,0.12941503965416545,1.7100541415810324,41.0,85.0,0.38990825688073394,0.05080545229244114,0.3391028045882928,1.212699363743248,61.0,95.0,0.4523809523809524,0.07953063885267275,0.37285031352827963,1.404069566986946,68.0,86.0,0.3944954128440367,0.08415841584158416,0.31033699700245254,0.9049571770543051,103.0,92.0,0.4380952380952381,0.13411458333333334,0.3039806547619047,1.391470085773691,52.0,34.0,0.15668202764976957,0.06483790523690773,0.09184412241286184,0.8541725907838447,98.0,42.0,0.20192307692307693,0.12827225130890052,0.07365082561417641
55,E9PVB5,FP,2.9578855761688287,7.0,20.0,0.08849557522123894,0.008373205741626795,0.08012236947961214,3.057934354737541,4.0,17.0,0.07692307692307693,0.004842615012106538,0.0720804619109704,3.199519697898209,6.0,19.0,0.084070796460177,0.007194244604316547,0.07687655185586045,3.307303220240868,3.0,16.0,0.07239819004524888,0.0036319612590799033,0.06876622878616898,2.3189018488053055,16.0,48.0,0.21238938053097345,0.019138755980861243,0.19325062455011222,2.4417224207730426,13.0,45.0,0.20361990950226244,0.015681544028950542,0.18793836547331189,2.307098655091558,25.0,44.0,0.2018348623853211,0.030978934324659233,0.17085592806066188,2.1444881734125985,28.0,41.0,0.19523809523809524,0.03650586701434159,0.15873222822375366,1.495196748006635,60.0,75.0,0.3440366972477064,0.07425742574257425,0.26977927150513215,1.3308286542328194,59.0,69.0,0.32857142857142857,0.07682291666666667,0.2517485119047619,1.4111555381277552,51.0,31.0,0.14285714285714285,0.06359102244389027,0.07926612041325258,1.208602339296734,54.0,26.0,0.125,0.07068062827225131,0.054319371727748686
56,Q6GQT9,,2.943103682816537,7.0,20.0,0.08849557522123894,0.008373205741626795,0.08012236947961214,2.963255278548334,6.0,22.0,0.09954751131221719,0.007263922518159807,0.09228358879405738,2.9756262575811965,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385,3.003512597086941,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296,2.753730569089431,7.0,23.0,0.10176991150442478,0.008373205741626795,0.09339670576279799,2.796653958220253,8.0,24.0,0.1085972850678733,0.009650180940892641,0.09894710412698067,2.763455192420052,20.0,23.0,0.10550458715596331,0.024783147459727387,0.08072143969623592,2.778992843124027,12.0,14.0,0.06666666666666667,0.01564537157757497,0.0510212950890917,2.259606581731806,16.0,30.0,0.13761467889908258,0.019801980198019802,0.11781269870106277,2.273386620340925,15.0,23.0,0.10952380952380952,0.01953125,0.08999255952380952,1.6165954562743494,35.0,18.0,0.08294930875576037,0.043640897755610975,0.039308411000149396,1.5921903898262633,21.0,10.0,0.04807692307692308,0.0274869109947644,0.02059001208215868
57,Q8BLI4,,2.936562809588652,7.0,20.0,0.08849557522123894,0.008373205741626795,0.08012236947961214,3.0119946038639864,5.0,19.0,0.08597285067873303,0.006053268765133172,0.07991958191359987,2.9857555418376323,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385,3.068922079886914,6.0,25.0,0.11312217194570136,0.007263922518159807,0.10585824942754155,2.8503183376985097,7.0,17.0,0.0752212389380531,0.008373205741626795,0.0668480331964263,2.9485219253728694,5.0,17.0,0.07692307692307693,0.006031363088057901,0.07089171383501902,2.0453025579979234,33.0,66.0,0.30275229357798167,0.040892193308550186,0.26186010026943146,1.7551275709507954,35.0,61.0,0.2904761904761905,0.04563233376792699,0.2448438567082635,1.571029913230455,54.0,69.0,0.3165137614678899,0.06683168316831684,0.24968207829957306,1.2790973140884707,63.0,71.0,0.3380952380952381,0.08203125,0.2560639880952381,0.9957014622710282,105.0,51.0,0.2350230414746544,0.13092269326683292,0.10410034820782146,0.6655837580718383,134.0,57.0,0.27403846153846156,0.17539267015706805,0.09864579138139351
58,Q3TDQ1,,2.930987893713125,7.0,20.0,0.08849557522123894,0.008373205741626795,0.08012236947961214,3.034481507069922,5.0,18.0,0.08144796380090498,0.006053268765133172,0.07539469503577181,3.20907982444957,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654,3.320308181580314,2.0,15.0,0.06787330316742081,0.002421307506053269,0.06545199566136754,3.209424342698534,4.0,13.0,0.05752212389380531,0.004784688995215311,0.05273743489859,3.3356897494543567,3.0,10.0,0.04524886877828054,0.0036188178528347406,0.0416300509254458,3.546709833446935,3.0,6.0,0.027522935779816515,0.0037174721189591076,0.02380546366085741,3.5758806663939167,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161,2.579789943315269,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167,2.6072031641673945,7.0,15.0,0.07142857142857142,0.009114583333333334,0.06231398809523809,1.2910894071810797,61.0,37.0,0.17050691244239632,0.07605985037406483,0.09444706206833149,1.2803175229759995,48.0,25.0,0.1201923076923077,0.06282722513089005,0.057365082561417646
59,Q9CQ45,TP,2.913614857672115,7.0,21.0,0.09292035398230089,0.008373205741626795,0.0845471482406741,3.07107918729604,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703,2.996279670632917,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385,3.161478744030789,6.0,23.0,0.10407239819004525,0.007263922518159807,0.09680847567188544,2.7159441587887185,9.0,25.0,0.11061946902654868,0.01076555023923445,0.09985391878731423,2.896180281811669,6.0,22.0,0.09954751131221719,0.007237635705669481,0.0923098756065477,3.2094060045461177,9.0,12.0,0.05504587155963303,0.011152416356877323,0.043893455202755706,3.0134144667551084,10.0,12.0,0.05714285714285714,0.01303780964797914,0.044105047494878,2.343941713660328,14.0,29.0,0.13302752293577982,0.017326732673267328,0.1157007902625125,2.1461925637744623,17.0,27.0,0.12857142857142856,0.022135416666666668,0.10643601190476189,2.046731440659378,15.0,7.0,0.03225806451612903,0.018703241895261846,0.013554822620867185,1.8107971857163072,12.0,6.0,0.028846153846153848,0.015706806282722512,0.013139347563431335
60,Q8VCF1,,2.900872095953098,8.0,22.0,0.09734513274336283,0.009569377990430622,0.08777575475293221,2.7664254708332527,8.0,27.0,0.12217194570135746,0.009685230024213076,0.11248671567714438,2.7675144845429216,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333,2.640802603197024,12.0,36.0,0.16289592760180996,0.014527845036319613,0.14836808256549033,3.0552757396603734,5.0,15.0,0.06637168141592921,0.005980861244019139,0.06039082017191007,2.9436009079395533,5.0,18.0,0.08144796380090498,0.006031363088057901,0.07541660071284707,3.595251015430492,3.0,6.0,0.027522935779816515,0.0037174721189591076,0.02380546366085741,3.796621749265305,0.0,0.0,0.0,0.0,0.0,3.480738174160747,1.0,2.0,0.009174311926605505,0.0012376237623762376,0.007936688164229268,3.6803512959007034,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525,1.8927769159887466,20.0,10.0,0.04608294930875576,0.02493765586034913,0.021145293448406634,2.0542049326714977,8.0,2.0,0.009615384615384616,0.010471204188481676,-0.0008558195730970601
61,F8VQ06,,2.900126781455878,8.0,22.0,0.09734513274336283,0.009569377990430622,0.08777575475293221,2.9557936743843167,6.0,22.0,0.09954751131221719,0.007263922518159807,0.09228358879405738,3.3651216346244253,3.0,13.0,0.05752212389380531,0.0035971223021582736,0.05392500159164704,3.4285232713268106,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339,2.9113353337719285,6.0,16.0,0.07079646017699115,0.007177033492822967,0.06361942668416819,2.989774020099392,5.0,16.0,0.07239819004524888,0.006031363088057901,0.06636682695719097,2.2038031214157328,29.0,52.0,0.23853211009174313,0.03593556381660471,0.20259654627513843,2.222274176559856,25.0,35.0,0.16666666666666666,0.03259452411994785,0.13407214254671881,1.9169282379185497,30.0,46.0,0.21100917431192662,0.03712871287128713,0.17388046144063948,1.9336416809678167,22.0,32.0,0.1523809523809524,0.028645833333333332,0.12373511904761907,0.6592910335659358,182.0,76.0,0.35023041474654376,0.22693266832917705,0.12329774641736671,0.6378193715579974,141.0,57.0,0.27403846153846156,0.18455497382198952,0.08948348771647205
62,Q91XL1,,2.894592814449763,8.0,22.0,0.09734513274336283,0.009569377990430622,0.08777575475293221,1.8949224668182543,26.0,65.0,0.29411764705882354,0.031476997578692496,0.26264064948013105,2.470291522935184,14.0,46.0,0.20353982300884957,0.016786570743405275,0.1867532522654443,1.4783559190776223,47.0,88.0,0.39819004524886875,0.05690072639225181,0.34128931885661695,2.9002785049970425,6.0,16.0,0.07079646017699115,0.007177033492822967,0.06361942668416819,1.9233799507645586,36.0,73.0,0.33031674208144796,0.04342581423401689,0.2868909278474311,3.5767221825234046,3.0,6.0,0.027522935779816515,0.0037174721189591076,0.02380546366085741,3.31664484739051,2.0,6.0,0.02857142857142857,0.002607561929595828,0.025963866641832742,3.5408563104995356,1.0,2.0,0.009174311926605505,0.0012376237623762376,0.007936688164229268,3.279021363271785,0.0,4.0,0.01904761904761905,0.0,0.01904761904761905,1.1769883385957773,75.0,40.0,0.18433179723502305,0.09351620947630923,0.09081558775871382,0.8769682863108209,94.0,40.0,0.19230769230769232,0.12303664921465969,0.06927104309303263
63,Q9JK53,TP,2.894095981494195,8.0,23.0,0.10176991150442478,0.009569377990430622,0.09220053351399417,2.885989418246342,8.0,26.0,0.11764705882352941,0.009685230024213076,0.10796182879931633,3.309380945955902,3.0,17.0,0.0752212389380531,0.0035971223021582736,0.07162411663589482,3.309009126481996,2.0,16.0,0.07239819004524888,0.002421307506053269,0.06997688253919561,3.427175697606922,3.0,5.0,0.022123893805309734,0.0035885167464114833,0.01853537705889825,3.4418409277580944,3.0,5.0,0.02262443438914027,0.0036188178528347406,0.01900561653630553,2.8283182110654845,17.0,22.0,0.10091743119266056,0.021065675340768277,0.07985175585189228,1.9970181425014126,33.0,52.0,0.24761904761904763,0.04302477183833116,0.20459427578071648,2.198001568448148,17.0,33.0,0.15137614678899083,0.02103960396039604,0.1303365428285948,1.3649438877892204,54.0,67.0,0.319047619047619,0.0703125,0.24873511904761902,1.4233042999137198,50.0,31.0,0.14285714285714285,0.06234413965087282,0.08051300320627003,0.5520615141975862,162.0,64.0,0.3076923076923077,0.21204188481675393,0.09565042287555378
64,Q3TMX5,,2.8937606260892177,8.0,23.0,0.10176991150442478,0.009569377990430622,0.09220053351399417,2.945325927413127,6.0,22.0,0.09954751131221719,0.007263922518159807,0.09228358879405738,2.9481973461269533,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385,3.0074973912248097,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296,2.9391299012783323,6.0,15.0,0.06637168141592921,0.007177033492822967,0.05919464792310624,3.013466996001267,5.0,15.0,0.06787330316742081,0.006031363088057901,0.06184194007936291,2.8443347887327795,16.0,20.0,0.09174311926605505,0.01982651796778191,0.07191660129827314,2.767645680291564,12.0,14.0,0.06666666666666667,0.01564537157757497,0.0510212950890917,2.4499128315876786,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772,2.371466111051607,14.0,21.0,0.1,0.018229166666666668,0.08177083333333333,1.4111139804650112,51.0,31.0,0.14285714285714285,0.06359102244389027,0.07926612041325258,1.2944821548717342,44.0,25.0,0.1201923076923077,0.05759162303664921,0.06260068465565849
65,Q9EPS3,,2.8915875988532296,8.0,23.0,0.10176991150442478,0.009569377990430622,0.09220053351399417,2.9508383736060773,6.0,22.0,0.09954751131221719,0.007263922518159807,0.09228358879405738,3.115499906828958,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408,3.1824854253557526,5.0,19.0,0.08597285067873303,0.006053268765133172,0.07991958191359987,2.391193560394872,14.0,41.0,0.18141592920353983,0.01674641148325359,0.16466951772028623,2.4732161285467447,11.0,40.0,0.18099547511312217,0.013268998793727383,0.16772647631939477,1.8427046489677112,39.0,77.0,0.3532110091743119,0.048327137546468404,0.30488387162784353,1.3548384268371798,52.0,90.0,0.42857142857142855,0.06779661016949153,0.36077481840193704,1.414563702404103,66.0,84.0,0.3853211009174312,0.08168316831683169,0.3036379326005995,0.9249398681787153,99.0,91.0,0.43333333333333335,0.12890625,0.30442708333333335,1.2594898834953332,64.0,37.0,0.17050691244239632,0.0798004987531172,0.09070641368927912,0.7316809442127399,120.0,53.0,0.2548076923076923,0.15706806282722513,0.09773962948046716
66,P43406,,2.88886582810352,8.0,23.0,0.10176991150442478,0.009569377990430622,0.09220053351399417,2.9222790928724742,7.0,23.0,0.10407239819004525,0.00847457627118644,0.09559782191885881,3.1759100899297033,6.0,20.0,0.08849557522123894,0.007194244604316547,0.0813013306169224,3.2170580984726045,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703,2.9719681261869257,6.0,15.0,0.06637168141592921,0.007177033492822967,0.05919464792310624,3.0281531843549057,5.0,15.0,0.06787330316742081,0.006031363088057901,0.06184194007936291,3.0002951130603783,12.0,17.0,0.0779816513761468,0.01486988847583643,0.06311176290031037,2.869292835874773,10.0,12.0,0.05714285714285714,0.01303780964797914,0.044105047494878,2.3289273473133156,14.0,29.0,0.13302752293577982,0.017326732673267328,0.1157007902625125,2.1961674580328543,16.0,24.0,0.11428571428571428,0.020833333333333332,0.09345238095238095,1.1497839210384722,79.0,43.0,0.19815668202764977,0.09850374064837905,0.09965294137927072,0.9788389267008049,80.0,37.0,0.1778846153846154,0.10471204188481675,0.07317257349979864
67,Q9CPV7,,2.888559791238888,8.0,23.0,0.10176991150442478,0.009569377990430622,0.09220053351399417,3.888550316743025,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203,3.214566003588499,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654,4.222291272866583,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203,2.532781631162118,9.0,34.0,0.1504424778761062,0.01076555023923445,0.13967692763687176,3.55554395006528,2.0,4.0,0.01809954751131222,0.0024125452352231603,0.01568700227608906,3.3746584693486925,8.0,7.0,0.03211009174311927,0.009913258983890954,0.022196832759228312,2.704882682146249,13.0,16.0,0.0761904761904762,0.01694915254237288,0.05924132364810332,2.393129675174804,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323,1.7215962758775036,33.0,46.0,0.21904761904761905,0.04296875,0.17607886904761905,1.3885970877642564,52.0,34.0,0.15668202764976957,0.06483790523690773,0.09184412241286184,0.6788785834097504,129.0,57.0,0.27403846153846156,0.168848167539267,0.10519029399919455
68,P28798,TP,2.888489425616151,8.0,24.0,0.10619469026548672,0.009569377990430622,0.09662531227505611,3.5392335505789223,1.0,5.0,0.02262443438914027,0.0012106537530266344,0.021413780636113638,3.1412351519644623,7.0,21.0,0.09292035398230089,0.008393285371702638,0.08452706861059825,3.799714020701181,2.0,5.0,0.02262443438914027,0.002421307506053269,0.020203126883087,2.7091973649035754,9.0,26.0,0.11504424778761062,0.01076555023923445,0.10427869754837617,3.382713283265372,3.0,9.0,0.04072398190045249,0.0036188178528347406,0.037105164047617746,2.1522329567558924,32.0,55.0,0.25229357798165136,0.03965303593556382,0.21264054204608754,2.1388953986109085,28.0,42.0,0.2,0.03650586701434159,0.16349413298565843,1.504841292363107,59.0,75.0,0.3440366972477064,0.07301980198019802,0.2710168952675084,1.489746122123266,46.0,58.0,0.2761904761904762,0.059895833333333336,0.21629464285714287,0.8601146375461743,138.0,64.0,0.29493087557603687,0.17206982543640897,0.12286105013962789,0.8068343622491283,104.0,45.0,0.21634615384615385,0.13612565445026178,0.08022049939589207
69,Q9WV54,TP,2.882580123976652,8.0,25.0,0.11061946902654868,0.009569377990430622,0.10105009103611806,2.7202644500135444,8.0,29.0,0.13122171945701358,0.009685230024213076,0.1215364894328005,2.875914749700978,9.0,28.0,0.12389380530973451,0.01079136690647482,0.11310243840325969,2.7213338195118175,12.0,35.0,0.1583710407239819,0.014527845036319613,0.14384319568766227,2.848194175762099,7.0,18.0,0.07964601769911504,0.008373205741626795,0.07127281195748825,2.7086502951980163,8.0,28.0,0.12669683257918551,0.009650180940892641,0.11704665163829288,2.621567980512618,23.0,32.0,0.14678899082568808,0.028500619578686492,0.11828837124700159,2.240664716809921,24.0,35.0,0.16666666666666666,0.03129074315514994,0.13537592351151673,2.3931314283004594,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323,2.010470552502906,19.0,31.0,0.14761904761904762,0.024739583333333332,0.1228794642857143,2.2429201961345204,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439,1.8220742152797615,12.0,5.0,0.02403846153846154,0.015706806282722512,0.008331655255739027
70,Q2HXL6,,2.8728243878136777,8.0,25.0,0.11061946902654868,0.009569377990430622,0.10105009103611806,3.021659781317344,5.0,19.0,0.08597285067873303,0.006053268765133172,0.07991958191359987,3.201159967354747,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654,3.35773010463236,2.0,13.0,0.058823529411764705,0.002421307506053269,0.05640222190571144,2.7946870388169587,7.0,20.0,0.08849557522123894,0.008373205741626795,0.08012236947961214,2.9662942257196496,5.0,17.0,0.07692307692307693,0.006031363088057901,0.07089171383501902,2.2621518921589905,28.0,46.0,0.21100917431192662,0.03469640644361834,0.17631276786830827,2.301226359339375,22.0,31.0,0.14761904761904762,0.028683181225554105,0.11893586639349352,1.7482382540523944,39.0,57.0,0.26146788990825687,0.04826732673267327,0.2132005631755836,1.7855551091379227,30.0,39.0,0.18571428571428572,0.0390625,0.14665178571428572,1.540823078899052,42.0,26.0,0.11981566820276497,0.05236907730673317,0.0674465908960318,1.5399548289273748,25.0,11.0,0.052884615384615384,0.032722513089005235,0.02016210229561015
71,Q8C7X2,,2.8666141655747603,8.0,25.0,0.11061946902654868,0.009569377990430622,0.10105009103611806,2.8199043114238553,8.0,26.0,0.11764705882352941,0.009685230024213076,0.10796182879931633,3.0611132236556586,8.0,24.0,0.10619469026548672,0.009592326139088728,0.096602364126398,3.022138113278701,7.0,25.0,0.11312217194570136,0.00847457627118644,0.10464759567451491,2.807917548921219,7.0,20.0,0.08849557522123894,0.008373205741626795,0.08012236947961214,2.7839794881693396,8.0,25.0,0.11312217194570136,0.009650180940892641,0.10347199100480872,2.8030507225173986,18.0,23.0,0.10550458715596331,0.022304832713754646,0.08319975444220866,2.206040381032826,25.0,36.0,0.17142857142857143,0.03259452411994785,0.1388340473086236,2.6220482771064586,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791,2.0232803235270302,19.0,30.0,0.14285714285714285,0.024739583333333332,0.11811755952380952,1.6961030172149267,28.0,15.0,0.06912442396313365,0.034912718204488775,0.03421170575864487,1.0591499585782926,68.0,34.0,0.16346153846153846,0.08900523560209424,0.07445630285944423
72,P16675,,2.8414013124232693,8.0,25.0,0.11061946902654868,0.009569377990430622,0.10105009103611806,3.0686604503284256,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703,3.322898042448466,3.0,15.0,0.06637168141592921,0.0035971223021582736,0.06277455911377093,3.5578919241275693,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311,3.659381515293888,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914,3.9094124465980693,1.0,3.0,0.013574660633484163,0.0012062726176115801,0.012368388015872584,3.7180730608066703,2.0,5.0,0.022935779816513763,0.0024783147459727386,0.020457465070541025,3.1062593934386475,8.0,10.0,0.047619047619047616,0.010430247718383311,0.0371887999006643,3.695665080085454,1.0,2.0,0.009174311926605505,0.0012376237623762376,0.007936688164229268,3.082093800622575,0.0,7.0,0.03333333333333333,0.0,0.03333333333333333,2.1050090706982214,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439,1.4532526861781367,30.0,14.0,0.0673076923076923,0.03926701570680628,0.028040676600886022
73,Q80UU9,FP,2.824047435408209,10.0,25.0,0.11061946902654868,0.011961722488038277,0.0986577465385104,2.925694907626892,7.0,23.0,0.10407239819004525,0.00847457627118644,0.09559782191885881,2.7413852773564362,11.0,33.0,0.14601769911504425,0.013189448441247002,0.13282825067379725,2.8507674933490668,8.0,30.0,0.13574660633484162,0.009685230024213076,0.12606137631062855,2.3658294012540995,15.0,45.0,0.19911504424778761,0.017942583732057416,0.1811724605157302,2.490248666871808,11.0,40.0,0.18099547511312217,0.013268998793727383,0.16772647631939477,2.674983719436237,22.0,29.0,0.13302752293577982,0.027261462205700124,0.1057660607300797,2.6391319634987447,15.0,21.0,0.1,0.01955671447196871,0.08044328552803129,2.5471052468716397,11.0,23.0,0.10550458715596331,0.013613861386138614,0.0918907257698247,2.5094958788392914,10.0,17.0,0.08095238095238096,0.013020833333333334,0.06793154761904763,0.8363786718840168,141.0,68.0,0.31336405529953915,0.17581047381546136,0.13755358148407779,0.7605841987944628,114.0,49.0,0.23557692307692307,0.14921465968586387,0.08636226339105921
