,uniprot,annotation,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_1,ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_2,ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_1,ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_2,ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_1,ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_2,ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1,ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2,ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1,ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2,ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1,ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2,ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,description,pep_num,iWAT_HF_cre-_1,iWAT_HF_cre-_2,iWAT_chow_cre-_1,iWAT_chow_cre-_2,iWAT_HF_cre+_1,iWAT_HF_cre+_2,iWAT_HF_cre+_3,iWAT_chow_cre+_1,iWAT_chow_cre+_2,iWAT_chow_cre+_3
10,O08739,,inf,inf,0.0034965034965034965,0.005841121495327103,-0.002344617998823606,,,,,,inf,inf,0.027972027972027972,0.02219626168224299,0.005775766289784982,,,,,,inf,inf,0.02097902097902098,0.018648018648018648,0.002331002331002332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ampd3 AMP deaminase 3,1,0.0,1163.0,1850.0,1739.0,3905.0,3020.0,4286.0,2845.0,3611.0,1594.0
11,D3YXF5,TP,inf,inf,0.0034965034965034965,0.005841121495327103,-0.002344617998823606,,,,,,inf,inf,0.0,0.0011682242990654205,-0.0011682242990654205,,,,,,inf,inf,0.02097902097902098,0.02097902097902098,0.0,,,,,,,,,,,inf,inf,0.08391608391608392,0.08568075117370892,-0.0017646672576250022,,,,,,inf,inf,0.0944055944055944,0.09953161592505855,-0.005126021519464147,,,,,,inf,inf,0.0,0.002355712603062426,-0.002355712603062426,C7 Oxidation resistance protein 1,1,0.0,1797.0,1849.0,0.0,5453.0,2179.0,3991.0,3351.0,4846.0,3103.0
12,Q62433,FP,inf,inf,0.006993006993006993,0.005841121495327103,0.0011518854976798904,,,,,,inf,inf,0.027972027972027972,0.018691588785046728,0.009280439186981244,,,,,,inf,inf,0.017482517482517484,0.011655011655011656,0.005827505827505828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ndrg1 Protein NDRG1,3,0.0,1708.0,1970.0,2013.0,1889.0,1895.0,2517.0,4326.0,4631.0,4362.0
13,Q8VIB3,,inf,inf,0.006993006993006993,0.007009345794392523,-1.6338801385530274e-05,,,,,,inf,inf,0.03146853146853147,0.02336448598130841,0.008104045487223061,,,,,,inf,inf,0.0034965034965034965,0.0011655011655011655,0.002331002331002331,,,,,,,,,,,inf,inf,0.06993006993006994,0.07511737089201878,-0.005187300961948846,,,,,,inf,inf,0.017482517482517484,0.00468384074941452,0.012798676733102964,,,,,,inf,inf,0.03169014084507042,0.01884570082449941,0.012844440020571012,"St3gal6 Type 2 lactosamine alpha-2,3-sialyltransferase",1,0.0,1576.0,1743.0,0.0,1988.0,1758.0,1996.0,4681.0,7561.0,2848.0
14,O88796,FP,inf,inf,0.006993006993006993,0.007009345794392523,-1.6338801385530274e-05,,,,,,inf,inf,0.024475524475524476,0.016355140186915886,0.00812038428860859,,,,,,inf,inf,0.0034965034965034965,0.0034965034965034965,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rpp30 Ribonuclease P protein subunit p30,1,0.0,1056.0,1681.0,1145.0,1769.0,1230.0,2198.0,1349.0,1400.0,1464.0
15,Q9WU60,TP,inf,inf,0.006993006993006993,0.008177570093457943,-0.00118456310045095,,,,,,inf,inf,0.006993006993006993,0.005841121495327103,0.0011518854976798904,,,,,,inf,inf,0.024475524475524476,0.02564102564102564,-0.0011655011655011642,,,,,,inf,inf,0.06293706293706294,0.04337631887456037,0.01956074406250257,inf,inf,0.0979020979020979,0.09741784037558686,0.0004842575265110449,inf,inf,0.06643356643356643,0.04327485380116959,0.02315871263239684,inf,inf,0.08741258741258741,0.08079625292740047,0.006616334485186934,inf,inf,0.04964539007092199,0.03403755868544601,0.01560783138547598,inf,inf,0.09507042253521127,0.08362779740871613,0.011442625126495132,Atrn Attractin,1,0.0,1556.5,0.0,0.0,4249.5,3072.5,6187.5,5058.0,7390.0,1739.5
16,P06800,,inf,inf,0.01048951048951049,0.008177570093457943,0.002311940396052547,,,,,,inf,inf,0.03146853146853147,0.02336448598130841,0.008104045487223061,,,,,,inf,inf,0.0034965034965034965,0.009324009324009324,-0.005827505827505828,,,,,,,,,,,,,,,,,,,,,,,,,,0.9352717186296485,3.4667343829355004,0.30141843971631205,0.18779342723004694,0.11362501248626511,,,,,,Ptprc Receptor-type tyrosine-protein phosphatase C,1,0.0,1742.0,1969.0,1911.0,3544.0,1632.0,2949.0,2568.0,5810.0,6826.0
17,Q7TSC1,FP,inf,inf,0.01048951048951049,0.008177570093457943,0.002311940396052547,,,,,,inf,inf,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,,,,,,inf,inf,0.024475524475524476,0.02097902097902098,0.003496503496503496,,,,,,inf,inf,0.05244755244755245,0.026963657678780773,0.025483894768771675,inf,inf,0.055944055944055944,0.051643192488262914,0.00430086345579303,inf,inf,0.06993006993006994,0.04327485380116959,0.026655216128900344,inf,inf,0.07692307692307693,0.059718969555035126,0.0172041073680418,inf,inf,0.01773049645390071,0.01643192488262911,0.0012985715712716013,inf,inf,0.09154929577464789,0.07891637220259129,0.0126329235720566,Prrc2a Protein PRRC2A,1,0.0,1324.0,0.0,0.0,3814.0,2520.0,3859.0,2098.0,4608.0,2439.0
18,Q64511,FP,inf,inf,0.01048951048951049,0.009345794392523364,0.0011437160969871261,,,,,,inf,inf,0.017482517482517484,0.010514018691588784,0.006968498790928699,,,,,,inf,inf,0.024475524475524476,0.022144522144522144,0.002331002331002332,,,,,,,,,,,inf,inf,0.055944055944055944,0.05516431924882629,0.0007797366952296547,,,,,,inf,inf,0.07692307692307693,0.06088992974238876,0.01603314718068817,,,,,,inf,inf,0.09154929577464789,0.0800942285041225,0.011455067270525393,Top2b DNA topoisomerase 2-beta,1,0.0,1679.0,3095.0,0.0,4257.0,3058.0,3968.0,4944.0,11128.0,9495.0
19,P50608,TP,inf,inf,0.01048951048951049,0.010514018691588784,-2.4508202078294544e-05,,,,,,inf,inf,0.027972027972027972,0.02336448598130841,0.004607541990719562,,,,,,inf,inf,0.027972027972027972,0.02564102564102564,0.002331002331002332,,,,,,inf,inf,0.03496503496503497,0.015240328253223915,0.019724706711811053,inf,inf,0.09090909090909091,0.09272300469483569,-0.0018139137857447751,inf,inf,0.006993006993006993,0.008187134502923977,-0.0011941275099169842,inf,inf,0.0,0.0,0.0,inf,inf,0.05673758865248227,0.046948356807511735,0.009789231844970533,inf,inf,0.02112676056338028,0.007067137809187279,0.014059622754193002,Fmod Fibromodulin,1,0.0,1331.0,0.0,0.0,1601.0,1424.0,1536.0,1940.0,2185.0,1646.0
20,Q8R2V5,,inf,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,,,,,,inf,inf,0.027972027972027972,0.02336448598130841,0.004607541990719562,,,,,,inf,inf,0.024475524475524476,0.022144522144522144,0.002331002331002332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adap2 Arf-GAP with dual PH domain-containing protein 2,1,0.0,1576.0,0.0,0.0,2013.0,1777.0,1589.0,0.0,0.0,0.0
21,Q31125,,inf,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,1.9221165043341957,9.972614107883818,0.3076923076923077,0.0641025641025641,0.2435897435897436,inf,inf,0.0,0.0011682242990654205,-0.0011682242990654205,1.8428069744525681,6.344398340248962,0.3741258741258741,0.07242990654205607,0.30169596758381806,inf,inf,0.013986013986013986,0.011655011655011656,0.00233100233100233,1.0606705353808985,5.649792531120332,0.506993006993007,0.17152858809801633,0.3354644188949907,inf,inf,0.03496503496503497,0.012895662368112544,0.022069372596922425,inf,inf,0.06993006993006994,0.07394366197183098,-0.004013592041761049,inf,inf,0.017482517482517484,0.01871345029239766,-0.0012309328098801774,inf,inf,0.02097902097902098,0.01405152224824356,0.00692749873077742,inf,inf,0.04964539007092199,0.03403755868544601,0.01560783138547598,inf,inf,0.05985915492957746,0.05653710247349823,0.003322052456079229,Slc39a7 Zinc transporter SLC39A7,1,0.0,1205.0,0.0,0.0,12017.0,7645.0,6808.0,5747.0,7153.0,2887.0
22,Q3U4G3,,inf,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,2.579865581097219,15.732988165680473,0.16433566433566432,0.04428904428904429,0.12004662004662003,inf,inf,0.03146853146853147,0.02336448598130841,0.008104045487223061,2.685681006260448,11.379437869822485,0.1853146853146853,0.04672897196261682,0.13858571335206848,inf,inf,0.0034965034965034965,0.004662004662004662,-0.0011655011655011655,2.9038500059187884,20.27144970414201,0.13286713286713286,0.040840140023337225,0.09202699284379565,3.0018422917741536,14.096497025776603,0.15034965034965034,0.0668229777256741,0.08352667262397624,3.039034161460451,20.5274302213667,0.15384615384615385,0.11150234741784038,0.04234380642831348,2.912562134150036,21.586913417052216,0.1258741258741259,0.0608187134502924,0.06505541242383349,2.947203402840972,31.435033686236768,0.13636363636363635,0.10187353629976581,0.034490100063870544,1.1270792613807283,3.959682749504296,0.25177304964539005,0.14553990610328638,0.10623314354210367,1.1246190622439016,5.766121270452358,0.22887323943661972,0.16725559481743227,0.06161764461918745,Xxylt1 Xyloside xylosyltransferase 1,1,0.0,1352.0,1513.0,1039.0,21271.0,15385.0,27407.0,21328.0,32661.0,5991.0
23,Q9ESB3,TP,inf,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,,,,,,inf,inf,0.024475524475524476,0.017523364485981307,0.006952159989543169,,,,,,inf,inf,0.013986013986013986,0.011655011655011656,0.00233100233100233,,,,,,0.8998718679707539,3.2836363636363637,0.6013986013986014,0.1981242672919109,0.40327433410669045,,,,,,,,,,,,,,,,,,,,,,,,,,Hrg Histidine-rich glycoprotein,3,0.0,1785.0,3300.0,3221.0,3747.0,1789.0,5148.0,10836.0,19565.0,7231.0
24,Q9D8B3,FP,inf,inf,0.017482517482517484,0.010514018691588784,0.006968498790928699,,,,,,inf,inf,0.02097902097902098,0.014018691588785047,0.006960329390235933,,,,,,inf,inf,0.0034965034965034965,0.008158508158508158,-0.004662004662004662,,,,,,,,,,,inf,inf,0.06993006993006994,0.06924882629107981,0.0006812436389901227,,,,,,inf,inf,0.04895104895104895,0.03864168618266979,0.010309362768379161,,,,,,inf,inf,0.04929577464788732,0.045936395759717315,0.003359378888170006,Chmp4b Charged multivesicular body protein 4b,1,0.0,1730.0,1721.0,0.0,2051.0,2531.0,5060.0,2036.0,3424.0,1554.0
25,Q8BVU0,,inf,inf,0.017482517482517484,0.011682242990654205,0.005800274491863279,,,,,,inf,inf,0.024475524475524476,0.017523364485981307,0.006952159989543169,,,,,,inf,inf,0.024475524475524476,0.023310023310023312,0.0011655011655011642,,,,,,,,,,,inf,inf,0.06993006993006994,0.07511737089201878,-0.005187300961948846,,,,,,inf,inf,0.01048951048951049,0.00117096018735363,0.00931855030215686,,,,,,inf,inf,0.017605633802816902,0.007067137809187279,0.010538495993629623,Lrch3 Leucine-rich repeat and calponin homology domain-containing protein 3,1,0.0,1483.0,1517.0,0.0,2267.0,1589.0,3243.0,2668.0,4227.0,1959.0
