,uniprot,annotation,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2
10,Q9QY73,,4.643333389287304,0.012903225806451613,0.0,0.012903225806451613,3.228309282399583,0.0989247311827957,0.008086253369272238,0.09083847781352346,3.5376357618371985,0.021505376344086023,0.0,0.021505376344086023,2.0809721308158045,0.2064516129032258,0.029649595687331536,0.17680201721589428,1.8705100187233148,0.05161290322580645,0.03234501347708895,0.0192678897487175,,,,
11,Q8VCT4,TP,4.299693792285919,0.012903225806451613,0.0,0.012903225806451613,3.6515997951555192,0.05591397849462366,0.008086253369272238,0.04782772512535142,4.008795221049949,0.015053763440860216,0.0,0.015053763440860216,3.319061699785877,0.05591397849462366,0.008086253369272238,0.04782772512535142,2.392306428743599,0.01935483870967742,0.013477088948787063,0.0058777497608903575,1.7296195554344034,0.08387096774193549,0.03504043126684636,0.04883053647508913
12,E9Q6C2,,4.181977129926877,0.015053763440860216,0.0,0.015053763440860216,3.635471194404105,0.05806451612903226,0.008086253369272238,0.04997826275976002,3.5441007119037122,0.021505376344086023,0.0,0.021505376344086023,2.955955252247268,0.07956989247311828,0.008086253369272238,0.07148363910384604,2.2317642342235584,0.023655913978494623,0.016172506738544475,0.0074834072399501475,1.6706654225219912,0.0967741935483871,0.03504043126684636,0.06173376228154073
13,P02469,TP,4.143057082301168,0.015053763440860216,0.0,0.015053763440860216,3.4831848618129264,0.07526881720430108,0.008086253369272238,0.06718256383502884,3.854418905601744,0.017204301075268817,0.0,0.017204301075268817,3.1529071609798294,0.06666666666666667,0.008086253369272238,0.058580413297394426,2.1801592297557164,0.030107526881720432,0.016172506738544475,0.013935020143175957,1.5056941330886782,0.11397849462365592,0.05660377358490566,0.057374721038750257
14,Q922Q9,TP,4.0624379262550825,0.017204301075268817,0.0,0.017204301075268817,3.3867055563639896,0.08387096774193549,0.008086253369272238,0.07578471437266325,3.3389846574607187,0.030107526881720432,0.0,0.030107526881720432,2.621612763435953,0.10752688172043011,0.016172506738544475,0.09135437498188563,1.882279948908756,0.04946236559139785,0.03234501347708895,0.017117352114308898,1.1919547028388673,0.2064516129032258,0.10242587601078167,0.10402573689244414
15,Q8BYB9,TP,3.9447538650873444,0.01935483870967742,0.0,0.01935483870967742,3.738032045433412,0.04946236559139785,0.008086253369272238,0.04137611222212561,2.5943805589678837,0.12043010752688173,0.008086253369272238,0.11234385415760949,2.3460192151802786,0.16989247311827957,0.018867924528301886,0.1510245485899777,3.0369480701490073,0.012903225806451613,0.0026954177897574125,0.0102078080166942,2.81563337431628,0.04516129032258064,0.013477088948787063,0.03168420137379358
16,Q9Z0F8,TP,3.9310530069323852,0.021505376344086023,0.0,0.021505376344086023,3.42919682912098,0.07956989247311828,0.008086253369272238,0.07148363910384604,3.7582139956885485,0.01935483870967742,0.0,0.01935483870967742,3.2147182937434704,0.06451612903225806,0.008086253369272238,0.05642987566298582,2.1442301012355656,0.034408602150537634,0.018867924528301886,0.015540677622235748,1.6277810472453647,0.1010752688172043,0.04582210242587601,0.05525316639132829
17,Q80UM7,TP,3.8991706096444987,0.023655913978494623,0.0,0.023655913978494623,inf,0.017204301075268817,0.005390835579514825,0.011813465495753992,3.513563754153018,0.021505376344086023,0.0,0.021505376344086023,inf,0.023655913978494623,0.005390835579514825,0.018265078398979798,2.2529923490926933,0.021505376344086023,0.016172506738544475,0.005332869605541548,inf,0.03225806451612903,0.008086253369272238,0.024171811146856792
18,Q8C7K6,TP,3.829199111784711,0.025806451612903226,0.0,0.025806451612903226,3.1279863277356763,0.10752688172043011,0.016172506738544475,0.09135437498188563,3.2194614905866916,0.03870967741935484,0.0,0.03870967741935484,2.476609182403984,0.14193548387096774,0.016172506738544475,0.12576297713242326,1.6577619159661672,0.0967741935483871,0.05121293800539083,0.04556125554299626,0.9419562557383365,0.2731182795698925,0.13746630727762804,0.13565197229226444
19,P15208,,3.8127844440382845,0.02795698924731183,0.0,0.02795698924731183,3.9780484529338658,0.043010752688172046,0.008086253369272238,0.03492449931889981,3.5746484781795154,0.021505376344086023,0.0,0.021505376344086023,3.698272962941424,0.047311827956989246,0.008086253369272238,0.039225574587717006,1.8084175024396147,0.06236559139784946,0.03773584905660377,0.024629742341245688,1.9590886351564003,0.05806451612903226,0.026954177897574125,0.031110338231458135
20,P50172,TP,3.7761515761592506,0.02795698924731183,0.0,0.02795698924731183,3.5052971529615164,0.06881720430107527,0.008086253369272238,0.06073095093180303,4.095711663154024,0.012903225806451613,0.0,0.012903225806451613,3.783217715822617,0.04516129032258064,0.008086253369272238,0.0370750369533084,1.6049306896210114,0.1053763440860215,0.05390835579514825,0.051467988290873255,1.3194833902444814,0.15913978494623657,0.07547169811320754,0.08366808683302902
21,E9Q4X2,,3.768805805793599,0.030107526881720432,0.0,0.030107526881720432,3.2992812276528443,0.09462365591397849,0.008086253369272238,0.08653740254470625,1.588709845723635,0.38064516129032255,0.07008086253369272,0.31056429875662983,1.0775457434492075,0.46021505376344085,0.12129380053908356,0.3389212532243573,2.7294974810889316,0.015053763440860216,0.005390835579514825,0.00966292786134539,2.245380026769381,0.04946236559139785,0.0215633423180593,0.027899023273338548
22,Q9R045,TP,3.757704269900566,0.030107526881720432,0.0,0.030107526881720432,3.5246244835548883,0.06451612903225806,0.008086253369272238,0.05642987566298582,2.7247717809335272,0.09247311827956989,0.008086253369272238,0.08438686491029765,2.4500524704541773,0.14838709677419354,0.016172506738544475,0.13221459003564906,1.843978249586695,0.05161290322580645,0.03234501347708895,0.0192678897487175,1.5963055870622214,0.10752688172043011,0.04582210242587601,0.0617047792945541
23,Q8BRH0,TP,3.748959522486945,0.03225806451612903,0.0,0.03225806451612903,2.9425923750794114,0.14193548387096774,0.018867924528301886,0.12306755934266586,2.6648430647988888,0.10752688172043011,0.008086253369272238,0.09944062835115787,1.816836393257682,0.26021505376344084,0.04582210242587601,0.21439295133756484,2.546760817869144,0.017204301075268817,0.008086253369272238,0.00911804770599658,1.7258007942828144,0.08602150537634409,0.03504043126684636,0.05098107410949773
24,Q80Z24,,3.711563502762023,0.034408602150537634,0.0,0.034408602150537634,3.2016712669938383,0.1010752688172043,0.013477088948787063,0.08759817986841724,3.6984945444905257,0.021505376344086023,0.0,0.021505376344086023,3.1469627845886676,0.06881720430107527,0.008086253369272238,0.06073095093180303,2.2942232338618966,0.021505376344086023,0.016172506738544475,0.005332869605541548,1.7697381219149158,0.07956989247311828,0.03504043126684636,0.04452946120627192
25,Q61335,TP,3.6853574859145057,0.034408602150537634,0.0,0.034408602150537634,3.417136733977652,0.08172043010752689,0.008086253369272238,0.07363417673825465,3.318783252720758,0.03225806451612903,0.0,0.03225806451612903,3.008922976650231,0.07741935483870968,0.008086253369272238,0.06933310146943744,1.4489490030523622,0.15483870967741936,0.07547169811320754,0.07936701156421182,1.166135374936712,0.2086021505376344,0.1105121293800539,0.09809002115758049
26,P09055,TP,3.6814200849949086,0.03655913978494624,0.0,0.03655913978494624,3.3198690806368862,0.09032258064516129,0.008086253369272238,0.08223632727588905,2.9116752700052344,0.06666666666666667,0.008086253369272238,0.058580413297394426,2.5084847415135387,0.12903225806451613,0.016172506738544475,0.11285975132597165,1.8438992067871443,0.053763440860215055,0.03234501347708895,0.021418427383126104,1.4677553262503253,0.12473118279569892,0.05660377358490566,0.06812740921079326
27,P16675,,3.6534801292283308,0.03870967741935484,0.0,0.03870967741935484,3.0879604068265887,0.11612903225806452,0.016172506738544475,0.09995652551952004,3.6424905932750886,0.021505376344086023,0.0,0.021505376344086023,3.035331346739673,0.07741935483870968,0.008086253369272238,0.06933310146943744,1.9972333269167146,0.04086021505376344,0.018867924528301886,0.021992290525461557,1.4171207283361764,0.13978494623655913,0.05929919137466307,0.08048575486189605
28,Q60994,TP,3.6397837591549504,0.03870967741935484,0.0,0.03870967741935484,3.7308426424598795,0.05161290322580645,0.008086253369272238,0.04352664985653421,3.198502054154508,0.04086021505376344,0.0,0.04086021505376344,3.2479214133257646,0.05806451612903226,0.008086253369272238,0.04997826275976002,1.0265033457743118,0.26666666666666666,0.1320754716981132,0.13459119496855346,1.1029693529004454,0.23225806451612904,0.11320754716981132,0.11905051734631772
29,P29416,,3.6394118687853405,0.04086021505376344,0.0,0.04086021505376344,3.649157770616327,0.05806451612903226,0.008086253369272238,0.04997826275976002,3.6157269239188077,0.021505376344086023,0.0,0.021505376344086023,3.5838333016161212,0.04946236559139785,0.008086253369272238,0.04137611222212561,1.9293444296380668,0.047311827956989246,0.029649595687331536,0.01766223226965771,1.9244974552902574,0.060215053763440864,0.026954177897574125,0.033260875865866735
30,Q8BMD6,FP,3.613219796456505,0.04086021505376344,0.0,0.04086021505376344,inf,0.0,0.0,0.0,3.0957491790788936,0.053763440860215055,0.0,0.053763440860215055,inf,0.015053763440860216,0.0,0.015053763440860216,1.759430655990266,0.07526881720430108,0.04043126684636118,0.034837550357939895,inf,0.025806451612903226,0.0026954177897574125,0.02311103382314581
31,F6XJP7,TP,3.583271631748646,0.04086021505376344,0.0026954177897574125,0.03816479726400603,3.352972956045342,0.08602150537634409,0.008086253369272238,0.07793525200707185,2.854661354929439,0.07311827956989247,0.008086253369272238,0.06503202620062024,2.5827231550924616,0.11397849462365592,0.016172506738544475,0.09780598788511144,1.1561652806690137,0.22795698924731184,0.11320754716981132,0.11474944207750051,0.9112737287869139,0.27956989247311825,0.14285714285714285,0.1367127496159754
32,P49817,,3.579665553709546,0.043010752688172046,0.0026954177897574125,0.040315334898414636,2.6028118814619825,0.2064516129032258,0.02425876010781671,0.1821928527954091,1.8326473653524151,0.2860215053763441,0.05121293800539083,0.23480856737095324,,,,,0.9969211627286784,0.2817204301075269,0.1347708894878706,0.1469495406196563,,,,
33,Q8VCF1,TP,3.5306580838521526,0.043010752688172046,0.0026954177897574125,0.040315334898414636,3.778322762653246,0.04516129032258064,0.008086253369272238,0.0370750369533084,3.4275636873503816,0.025806451612903226,0.0,0.025806451612903226,3.6335888420178017,0.047311827956989246,0.008086253369272238,0.039225574587717006,1.7850011722072399,0.07096774193548387,0.03773584905660377,0.0332318928788801,2.018072974829537,0.05591397849462366,0.026954177897574125,0.028959800597049532
34,Q91XL1,TP,3.512129250945065,0.04516129032258064,0.0026954177897574125,0.04246587253282323,3.2983458607784506,0.09462365591397849,0.008086253369272238,0.08653740254470625,3.4876818236891705,0.023655913978494623,0.0,0.023655913978494623,3.2322589093888836,0.06236559139784946,0.008086253369272238,0.05427933802857722,1.0692125948142708,0.2537634408602151,0.12398921832884097,0.1297742225313741,0.8408363284688606,0.2946236559139785,0.1509433962264151,0.1436802596875634
35,P59481,TP,3.482477483010478,0.047311827956989246,0.0026954177897574125,0.044616410167231835,inf,0.030107526881720432,0.008086253369272238,0.022021273512448196,2.79853519361972,0.07956989247311828,0.008086253369272238,0.07148363910384604,inf,0.010752688172043012,0.0,0.010752688172043012,2.152276673904798,0.03225806451612903,0.018867924528301886,0.013390139987827145,inf,0.012903225806451613,0.0026954177897574125,0.0102078080166942
36,Q3TDQ1,TP,3.4821169018685953,0.04946236559139785,0.0026954177897574125,0.04676694780164044,3.5575816797818574,0.060215053763440864,0.008086253369272238,0.052128800394168624,2.5266154565049037,0.13763440860215054,0.008086253369272238,0.1295481552328783,2.5604407102844933,0.11612903225806452,0.016172506738544475,0.09995652551952004,1.1833136633995731,0.21935483870967742,0.1078167115902965,0.11153812711938092,1.2441855651340394,0.1978494623655914,0.09703504043126684,0.10081442193432455
37,Q8BSY0,TP,3.4758422130443214,0.05161290322580645,0.0026954177897574125,0.04891748543604904,3.4838358949303547,0.07311827956989247,0.008086253369272238,0.06503202620062024,2.719712267754396,0.09462365591397849,0.008086253369272238,0.08653740254470625,2.686066425506757,0.09462365591397849,0.013477088948787063,0.08114656696519143,2.199201209860976,0.023655913978494623,0.016172506738544475,0.0074834072399501475,2.1926020155682138,0.04946236559139785,0.02425876010781671,0.025203605483581137
38,Q62190,,3.4570464418545237,0.053763440860215055,0.0026954177897574125,0.051068023070457644,2.730626274402998,0.17419354838709677,0.0215633423180593,0.1526302060690375,3.17836449255352,0.047311827956989246,0.0,0.047311827956989246,2.410304800968322,0.15698924731182795,0.016172506738544475,0.14081674057328347,1.3659931763256734,0.17849462365591398,0.09433962264150944,0.08415500101440454,,,,
39,O08601,TP,3.437356949291003,0.053763440860215055,0.0026954177897574125,0.051068023070457644,3.0318506532383442,0.12473118279569892,0.018867924528301886,0.10586325826739704,2.3567895342135525,0.16774193548387098,0.01078167115902965,0.15696026432484134,1.9096437140272209,0.23655913978494625,0.03504043126684636,0.2015187085180999,1.8056200609872592,0.06236559139784946,0.03773584905660377,0.024629742341245688,1.3855208887558048,0.13978494623655913,0.05929919137466307,0.08048575486189605
40,Q9DBS1,TP,3.433314520660667,0.05591397849462366,0.0026954177897574125,0.05321856070486625,3.7725405196873596,0.047311827956989246,0.008086253369272238,0.039225574587717006,2.555360947599996,0.12903225806451613,0.008086253369272238,0.12094600469524389,2.8529474224930165,0.08172043010752689,0.008086253369272238,0.07363417673825465,1.1547269114681165,0.23010752688172043,0.11320754716981132,0.1168999797119091,1.4793600343160138,0.11827956989247312,0.05660377358490566,0.06167579630756746
41,J3KMH5,,3.42480265249637,0.05806451612903226,0.0026954177897574125,0.05536909833927485,3.0453631080555876,0.12473118279569892,0.018867924528301886,0.10586325826739704,2.301349467354196,0.1870967741935484,0.013477088948787063,0.17361968524476132,1.8802703987797407,0.24731182795698925,0.04043126684636118,0.20688056111062808,2.115367848138145,0.04086021505376344,0.018867924528301886,0.021992290525461557,1.7213354275185666,0.09032258064516129,0.03504043126684636,0.055282149378314924
42,Q8VD31,TP,3.4180845713853967,0.05806451612903226,0.0026954177897574125,0.05536909833927485,2.017260626843807,0.34838709677419355,0.0431266846361186,0.305260412138075,3.2746369973072325,0.03655913978494624,0.0,0.03655913978494624,1.8321735286319698,0.25806451612903225,0.0431266846361186,0.21493783149291365,1.7104613849424242,0.08387096774193549,0.05121293800539083,0.03265802973654466,,,,
43,Q8VHI3,TP,3.410634192699535,0.060215053763440864,0.0026954177897574125,0.05751963597368345,3.506204844974432,0.06666666666666667,0.008086253369272238,0.058580413297394426,3.4087353188329046,0.02795698924731183,0.0,0.02795698924731183,3.4626664469741284,0.04946236559139785,0.008086253369272238,0.04137611222212561,1.70750902633943,0.08602150537634409,0.05121293800539083,0.03480856737095326,1.7884868024355307,0.07311827956989247,0.03504043126684636,0.03807784830304611
44,P15116,,3.3974034666857147,0.06236559139784946,0.0026954177897574125,0.05967017360809205,2.885639692614891,0.14623655913978495,0.018867924528301886,0.12736863461148307,3.4140276157339224,0.02795698924731183,0.0,0.02795698924731183,2.860624317529426,0.08172043010752689,0.008086253369272238,0.07363417673825465,1.196344607526381,0.21935483870967742,0.1078167115902965,0.11153812711938092,,,,
45,Q6ZQI3,TP,3.3792118534959465,0.06236559139784946,0.0026954177897574125,0.05967017360809205,3.6054193168455653,0.05806451612903226,0.008086253369272238,0.04997826275976002,2.85204572525906,0.07526881720430108,0.008086253369272238,0.06718256383502884,3.036613664475006,0.07526881720430108,0.008086253369272238,0.06718256383502884,0.546734763093387,0.46021505376344085,0.2830188679245283,0.17719618583891256,,,,
46,Q9DAU1,TP,3.361689896859741,0.06451612903225806,0.0026954177897574125,0.06182071124250065,3.128553110888917,0.1053763440860215,0.016172506738544475,0.08920383734747703,2.7516611131600905,0.08817204301075268,0.008086253369272238,0.08008578964148044,2.4768848030555937,0.13978494623655913,0.016172506738544475,0.12361243949801465,1.9342770867823473,0.04516129032258064,0.029649595687331536,0.015511694635249106,1.6865474246327274,0.09247311827956989,0.03504043126684636,0.05743268701272353
47,Q91ZX7,FP,3.360720113255145,0.06666666666666667,0.0026954177897574125,0.06397124887690925,3.207223972286619,0.1010752688172043,0.01078167115902965,0.09029359765817466,2.9167388613477696,0.06666666666666667,0.005390835579514825,0.061275831087151844,2.7216031962455705,0.09032258064516129,0.01078167115902965,0.07954090948613163,1.8362522778517685,0.05806451612903226,0.03234501347708895,0.02571950265194331,1.6681632607044468,0.0967741935483871,0.03504043126684636,0.06173376228154073
48,Q9Z2A7,TP,3.3443076962149414,0.06666666666666667,0.005390835579514825,0.061275831087151844,3.4330110208877356,0.07741935483870968,0.008086253369272238,0.06933310146943744,1.6741429075226317,0.34408602150537637,0.05929919137466307,0.2847868301307133,1.7212067080617535,0.3032258064516129,0.05121293800539083,0.25201286844622206,1.3855914644818814,0.17204301075268819,0.0889487870619946,0.08309422369069358,1.45970191297588,0.12903225806451613,0.05660377358490566,0.07242848447961046
49,Q9CQY5,TP,3.3421312362781985,0.06881720430107527,0.005390835579514825,0.06342636872156045,3.3369146357992605,0.08817204301075268,0.008086253369272238,0.08008578964148044,2.407663419291715,0.16344086021505377,0.01078167115902965,0.15265918905602413,2.360807294679104,0.16559139784946236,0.018867924528301886,0.14672347332116048,1.2972299409635177,0.18924731182795698,0.09973045822102426,0.08951685360693272,1.2774204643057834,0.17634408602150536,0.08086253369272237,0.095481552328783
50,Q4FZC9,TP,3.325234621003054,0.07096774193548387,0.005390835579514825,0.06557690635596905,3.4943585260169456,0.07096774193548387,0.008086253369272238,0.06288148856621163,2.7171940565716546,0.0989247311827957,0.008086253369272238,0.09083847781352346,2.8446784374518734,0.08387096774193549,0.008086253369272238,0.07578471437266325,3.12678571858725,0.010752688172043012,0.0026954177897574125,0.008057270382285599,3.281316747422346,0.04086021505376344,0.008086253369272238,0.032773961684491204
51,Q3TCN2,,3.324451402605702,0.07311827956989247,0.005390835579514825,0.06772744399037765,inf,0.015053763440860216,0.005390835579514825,0.00966292786134539,2.734495175828104,0.09247311827956989,0.008086253369272238,0.08438686491029765,inf,0.04086021505376344,0.008086253369272238,0.032773961684491204,2.406361487166566,0.01935483870967742,0.013477088948787063,0.0058777497608903575,inf,0.0064516129032258064,0.0026954177897574125,0.003756195113468394
52,Q8BJS4,FP,3.322008820124884,0.07311827956989247,0.005390835579514825,0.06772744399037765,3.222437897581512,0.0989247311827957,0.008086253369272238,0.09083847781352346,2.964980228697404,0.06236559139784946,0.0026954177897574125,0.05967017360809205,2.8237697820203596,0.08602150537634409,0.008086253369272238,0.07793525200707185,1.7600757024028362,0.07526881720430108,0.03773584905660377,0.037532968147697306,1.6459119036806686,0.0989247311827957,0.04043126684636118,0.058493464336434514
53,P97927,TP,3.314769687737651,0.07311827956989247,0.008086253369272238,0.06503202620062024,2.849050871853031,0.14623655913978495,0.018867924528301886,0.12736863461148307,3.1181974986936867,0.047311827956989246,0.0,0.047311827956989246,2.610839158675394,0.10967741935483871,0.016172506738544475,0.09350491261629423,1.4476780463871604,0.15913978494623657,0.07547169811320754,0.08366808683302902,0.9673663543237448,0.2645161290322581,0.1347708894878706,0.12974523954438746
54,Q91WU0,TP,3.3105652810725723,0.07526881720430108,0.008086253369272238,0.06718256383502884,3.265215768850094,0.0967741935483871,0.008086253369272238,0.08868794017911485,3.1917833875233184,0.04516129032258064,0.0,0.04516129032258064,3.1047943511671665,0.06881720430107527,0.008086253369272238,0.06073095093180303,1.9583167340646344,0.04086021505376344,0.02425876010781671,0.016601454945946732,1.8983743456633593,0.06236559139784946,0.026954177897574125,0.03541141350027534
55,Q9CPV7,TP,3.310065537770353,0.07741935483870968,0.008086253369272238,0.06933310146943744,2.6865836955341895,0.17849462365591398,0.0215633423180593,0.15693128133785467,2.339955188364439,0.17204301075268819,0.01078167115902965,0.16126133959365854,1.6748338219946022,0.31827956989247314,0.05929919137466307,0.2589803785178101,1.2808213439827498,0.1956989247311828,0.09973045822102426,0.09596846651015854,,,,
56,Q8BH79,,3.305405725702672,0.07956989247311828,0.008086253369272238,0.07148363910384604,2.843816591367904,0.15268817204301074,0.018867924528301886,0.13382024751470886,1.8418596626255848,0.2860215053763441,0.05121293800539083,0.23480856737095324,1.3386310041571436,0.3978494623655914,0.0889487870619946,0.3089006753035968,0.8783088897232678,0.32903225806451614,0.18059299191374664,0.1484392661507695,,,,
57,Q07113,,3.3044986964375425,0.07956989247311828,0.008086253369272238,0.07148363910384604,3.502968995398185,0.07096774193548387,0.008086253369272238,0.06288148856621163,2.9608703920635344,0.06236559139784946,0.005390835579514825,0.05697475581833464,3.117701166890504,0.06881720430107527,0.008086253369272238,0.06073095093180303,1.4694905440995898,0.14408602150537633,0.07008086253369272,0.07400515897168361,1.653367966881436,0.0989247311827957,0.04043126684636118,0.058493464336434514
58,P01029,TP,3.296540463162178,0.07956989247311828,0.008086253369272238,0.07148363910384604,3.063078850929875,0.12043010752688173,0.018867924528301886,0.10156218299857984,2.9595881424610897,0.06451612903225806,0.005390835579514825,0.05912529345274324,2.6844870060951136,0.0967741935483871,0.013477088948787063,0.08329710459960003,1.5913347730179237,0.10752688172043011,0.05390835579514825,0.05361852592528186,1.3432802846068244,0.14838709677419354,0.0673854447439353,0.08100165203025823
