,uniprot,annotation,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2
10,Q9WUZ9,TP,3.5019865890819286,0.012269938650306749,0.0026109660574412533,0.009658972592865495,3.5627292707629667,0.0408997955010225,0.007832898172323759,0.03306689732869874,3.289606549463917,0.081799591002045,0.0026109660574412533,0.07918862494460374,3.316020272049279,0.10633946830265849,0.007832898172323759,0.09850657013033473,3.096639029940954,0.053169734151329244,0.005221932114882507,0.04794780203644674,3.203315905481861,0.08384458077709611,0.010443864229765013,0.0734007165473311
11,P09055,TP,3.4925959672480102,0.014314928425357873,0.0026109660574412533,0.011703962367916619,3.360017906231999,0.06339468302658487,0.007832898172323759,0.05556178485426111,3.5116816817672816,0.03885480572597137,0.0026109660574412533,0.03624383966853012,3.344774661655594,0.09611451942740286,0.007832898172323759,0.0882816212550791,2.8839123459317135,0.08793456032719836,0.010443864229765013,0.07749069609743335,2.797268478775571,0.1574642126789366,0.018276762402088774,0.1391874502768478
12,Q60716,TP,3.482117345424349,0.016359918200409,0.0026109660574412533,0.013748952142967747,3.4354766474053386,0.05112474437627812,0.007832898172323759,0.04329184620395436,3.6583422249624373,0.028629856850715747,0.0026109660574412533,0.026018890793274494,3.577372567847751,0.0736196319018405,0.007832898172323759,0.06578673372951674,3.275172995757022,0.032719836400818,0.005221932114882507,0.027497904285935494,3.274466491597881,0.06952965235173825,0.010443864229765013,0.05908578812197324
13,J3KMH5,,3.4795864618528003,0.018404907975460124,0.0026109660574412533,0.01579394191801887,3.4280101948400707,0.05521472392638037,0.007832898172323759,0.04738182575405661,4.179927701821954,0.00408997955010225,0.0026109660574412533,0.0014790134926609966,4.094022475713548,0.026584867075664622,0.007832898172323759,0.01875196890334086,3.254374635916133,0.03680981595092025,0.005221932114882507,0.03158788383603774,3.248732562763273,0.0736196319018405,0.010443864229765013,0.06317576767207549
14,Q640L3,TP,3.467719204077049,0.018404907975460124,0.0026109660574412533,0.01579394191801887,3.4710360828547704,0.04703476482617587,0.007832898172323759,0.03920186665385211,3.8684344503872556,0.016359918200409,0.0026109660574412533,0.013748952142967747,3.8374223700693,0.044989775051124746,0.007832898172323759,0.03715687687880099,3.1957096357273387,0.03885480572597137,0.005221932114882507,0.03363287361108887,3.244960708364929,0.07770961145194274,0.010443864229765013,0.06726574722217774
15,Q9EPK6,TP,3.4662385988170685,0.02044989775051125,0.0026109660574412533,0.017838931693069996,3.259208239948125,0.07770961145194274,0.007832898172323759,0.06987671327961899,3.9014826237869835,0.014314928425357873,0.0026109660574412533,0.011703962367916619,3.660123305822364,0.05930470347648262,0.007832898172323759,0.05147180530415886,3.1029137367493242,0.05112474437627812,0.005221932114882507,0.045902812261395615,2.9418175717402497,0.11860940695296524,0.015665796344647518,0.10294361060831772
16,O35887,TP,3.447099162304363,0.022494887525562373,0.0026109660574412533,0.01988392146812112,3.138548971588061,0.08793456032719836,0.007832898172323759,0.0801016621548746,3.4775963516825015,0.044989775051124746,0.0026109660574412533,0.042378808993683494,3.1347172018705227,0.13496932515337423,0.015665796344647518,0.11930352880872672,3.3000149506126295,0.026584867075664622,0.005221932114882507,0.021362934960782114,3.0373989537561963,0.10224948875255624,0.013054830287206266,0.08919465846534998
17,Q9CXE7,TP,3.4452531696103756,0.024539877300613498,0.0026109660574412533,0.021928911243172245,4.187443063680818,0.02044989775051125,0.007832898172323759,0.01261699957818749,3.470255451919925,0.04703476482617587,0.0026109660574412533,0.04442379876873462,4.178116386894691,0.024539877300613498,0.007832898172323759,0.016706979128289737,3.7409020540023223,0.006134969325153374,0.0026109660574412533,0.003524003267712121,4.529026141932633,0.02044989775051125,0.005221932114882507,0.015227965635628742
18,Q9D0F3,TP,3.418870653548509,0.026584867075664622,0.0026109660574412533,0.02397390101822337,3.1625203663361967,0.08384458077709611,0.007832898172323759,0.07601168260477235,3.917866812296847,0.0081799591002045,0.0026109660574412533,0.0055689930427632464,3.627187565988858,0.06748466257668712,0.007832898172323759,0.05965176440436336,3.85900281803453,0.00408997955010225,0.0026109660574412533,0.0014790134926609966,3.6485867246820862,0.03885480572597137,0.007832898172323759,0.031021907553647615
19,Q02819,TP,3.401109567083884,0.028629856850715747,0.0026109660574412533,0.026018890793274494,3.3890395397631115,0.06134969325153374,0.007832898172323759,0.053516795079209985,3.9017242086790556,0.012269938650306749,0.0026109660574412533,0.009658972592865495,3.8553252222626067,0.04294478527607362,0.007832898172323759,0.035111887103749864,3.147401867874133,0.0408997955010225,0.005221932114882507,0.03567786338613999,3.181266034413229,0.08588957055214724,0.010443864229765013,0.07544570632238223
20,Q8BYB9,TP,3.3879802524319502,0.03067484662576687,0.0026109660574412533,0.02806388056832562,3.3965772843557085,0.05930470347648262,0.007832898172323759,0.05147180530415886,3.5857706596205348,0.034764826175869123,0.0026109660574412533,0.03215386011842787,3.5600387324486173,0.07770961145194274,0.007832898172323759,0.06987671327961899,2.6036023018519927,0.15950920245398773,0.015665796344647518,0.1438434061093402,2.6581335276356204,0.19631901840490798,0.020887728459530026,0.17543128994537796
21,Q9ES89,TP,3.3811368864249545,0.032719836400818,0.0026109660574412533,0.030108870343376747,2.977486693581582,0.10633946830265849,0.010443864229765013,0.09589560407289348,3.2540831788590303,0.08793456032719836,0.0026109660574412533,0.08532359426975711,2.816104026919981,0.18404907975460122,0.018276762402088774,0.16577231735251244,2.854011892233614,0.09202453987730061,0.010443864229765013,0.0815806756475356,2.49629589325011,0.22903885480572597,0.02349869451697128,0.2055401602887547
22,E9Q723,,3.376445706733274,0.034764826175869123,0.0026109660574412533,0.03215386011842787,3.45151322794341,0.049079754601226995,0.007832898172323759,0.04124685642890324,3.6978719937174698,0.028629856850715747,0.0026109660574412533,0.026018890793274494,3.73861055583193,0.053169734151329244,0.007832898172323759,0.04533683597900549,3.0860466755905405,0.05930470347648262,0.005221932114882507,0.05408277136160011,3.207048390660546,0.08384458077709611,0.010443864229765013,0.0734007165473311
23,O54998,TP,3.3758522380145872,0.034764826175869123,0.0026109660574412533,0.03215386011842787,3.6434985454257385,0.032719836400818,0.007832898172323759,0.02488693822849424,3.7462006242346533,0.026584867075664622,0.0026109660574412533,0.02397390101822337,3.979517972550128,0.032719836400818,0.007832898172323759,0.02488693822849424,2.7237622546631086,0.12269938650306748,0.010443864229765013,0.11225552227330247,3.037342755934129,0.10429447852760736,0.013054830287206266,0.0912396482404011
24,Q91YW3,TP,3.358017888456872,0.03680981595092025,0.0026109660574412533,0.034198849893478996,3.629932554327889,0.034764826175869123,0.007832898172323759,0.026931928003545366,3.4207756166345393,0.06134969325153374,0.0026109660574412533,0.05873872719409249,3.65836132340988,0.06134969325153374,0.007832898172323759,0.053516795079209985,3.031677635481122,0.06134969325153374,0.005221932114882507,0.05612776113665124,3.3495264952120083,0.05930470347648262,0.010443864229765013,0.04886083924671761
25,Q3UPY5,TP,3.3578283810407994,0.03885480572597137,0.0026109660574412533,0.03624383966853012,inf,0.006134969325153374,0.0,0.006134969325153374,3.5885015581703876,0.032719836400818,0.0026109660574412533,0.030108870343376747,inf,0.014314928425357873,0.005221932114882507,0.009092996310475367,3.1429135601071847,0.044989775051124746,0.005221932114882507,0.03976784293624224,inf,0.0081799591002045,0.0026109660574412533,0.0055689930427632464
26,Q3V0T4,,3.3461299907381106,0.0408997955010225,0.0026109660574412533,0.038288829443581245,3.431465798754215,0.05521472392638037,0.007832898172323759,0.04738182575405661,3.1009136366662573,0.1165644171779141,0.010443864229765013,0.1061205529481491,3.151920485586686,0.12678936605316973,0.013054830287206266,0.11373453576596347,3.536493851766707,0.0081799591002045,0.0026109660574412533,0.0055689930427632464,3.6677638536426804,0.034764826175869123,0.007832898172323759,0.026931928003545366
27,Q8CC36,TP,3.334632812624985,0.0408997955010225,0.0026109660574412533,0.038288829443581245,3.547061689100739,0.04294478527607362,0.007832898172323759,0.035111887103749864,2.797174222629039,0.16359918200409,0.018276762402088774,0.1453224196020012,2.9752741400091165,0.15950920245398773,0.018276762402088774,0.14123244005189894,3.0885929773429273,0.05725971370143149,0.005221932114882507,0.05203778158654899,3.346956047678551,0.06134969325153374,0.010443864229765013,0.050905829021768725
28,Q8BRH0,TP,3.305456276706263,0.04294478527607362,0.0026109660574412533,0.04033381921863237,3.326371296417846,0.06952965235173825,0.007832898172323759,0.06169675417941449,3.845605065578133,0.018404907975460124,0.0026109660574412533,0.01579394191801887,3.8321911261940396,0.04703476482617587,0.007832898172323759,0.03920186665385211,2.962756288894829,0.07157464212678936,0.007832898172323759,0.06374174395446561,3.029605502466281,0.10633946830265849,0.013054830287206266,0.09328463801545223
29,Q61335,TP,3.2966451205575877,0.044989775051124746,0.0026109660574412533,0.042378808993683494,3.6036260451359796,0.03885480572597137,0.007832898172323759,0.031021907553647615,3.30735412707267,0.07770961145194274,0.0026109660574412533,0.07509864539450149,3.5800060925553856,0.07157464212678936,0.007832898172323759,0.06374174395446561,3.5024877367197735,0.010224948875255624,0.0026109660574412533,0.007613982817814371,3.8554028551580344,0.03067484662576687,0.007832898172323759,0.02284194845344311
30,Q9CQU0,TP,3.2815063170859786,0.04703476482617587,0.0026109660574412533,0.04442379876873462,3.1405768966931245,0.08588957055214724,0.007832898172323759,0.07805667237982349,3.308609633540382,0.07566462167689161,0.0026109660574412533,0.07305365561945036,3.1333512540518518,0.13701431492842536,0.015665796344647518,0.12134851858377785,3.0640037791148855,0.05930470347648262,0.005221932114882507,0.05408277136160011,2.9690085525819003,0.11042944785276074,0.015665796344647518,0.09476365150811322
31,Q8R180,TP,3.2639706107676316,0.049079754601226995,0.0026109660574412533,0.04646878854378574,inf,0.010224948875255624,0.005221932114882507,0.005003016760373118,3.427428407730403,0.05930470347648262,0.0026109660574412533,0.056693737419041365,inf,0.00408997955010225,0.0,0.00408997955010225,2.9488730450832943,0.0736196319018405,0.007832898172323759,0.06578673372951674,inf,0.002044989775051125,0.0,0.002044989775051125
32,Q9DBH5,,3.2207778422023625,0.05112474437627812,0.0026109660574412533,0.04851377831883687,3.0843038668132765,0.09202453987730061,0.007832898172323759,0.08419164170497685,3.383673455054052,0.06339468302658487,0.0026109660574412533,0.060783716969143614,3.21287052056929,0.1165644171779141,0.010443864229765013,0.1061205529481491,3.6242332073100365,0.0081799591002045,0.0026109660574412533,0.0055689930427632464,3.53369342578082,0.044989775051124746,0.010443864229765013,0.03454591082135973
33,Q9DAU1,TP,3.2106922356612304,0.05112474437627812,0.0026109660574412533,0.04851377831883687,3.4315231861730915,0.053169734151329244,0.007832898172323759,0.04533683597900549,3.8249719068713786,0.02044989775051125,0.0026109660574412533,0.017838931693069996,4.011473898287563,0.028629856850715747,0.007832898172323759,0.020796958678391986,3.1358013577543886,0.04703476482617587,0.005221932114882507,0.041812832711293366,3.4025665021261187,0.053169734151329244,0.010443864229765013,0.04272586992156423
34,Q922Q9,TP,3.209477997272125,0.053169734151329244,0.0026109660574412533,0.05055876809388799,2.948375030237996,0.11042944785276074,0.015665796344647518,0.09476365150811322,3.1093196064018302,0.11247443762781185,0.010443864229765013,0.10203057339804684,2.813887680272025,0.18813905930470348,0.018276762402088774,0.1698622969026147,3.1445863824474407,0.04294478527607362,0.005221932114882507,0.03772285316119112,2.9294176092731807,0.12269938650306748,0.015665796344647518,0.10703359015841997
35,Q8VHI3,TP,3.2062685282159267,0.05521472392638037,0.0026109660574412533,0.052603757868939116,3.300075273719273,0.0736196319018405,0.007832898172323759,0.06578673372951674,3.443395774560415,0.053169734151329244,0.0026109660574412533,0.05055876809388799,3.5028735609680854,0.07975460122699386,0.007832898172323759,0.0719217030546701,3.277030734477546,0.03067484662576687,0.005221932114882507,0.025452914510884363,3.416771673840761,0.05112474437627812,0.010443864229765013,0.04068088014651311
36,P07214,TP,3.154527259104956,0.05725971370143149,0.0026109660574412533,0.05464874764399024,2.8675796837736485,0.1390593047034765,0.015665796344647518,0.12339350835882898,3.4683102932380163,0.049079754601226995,0.0026109660574412533,0.04646878854378574,3.147033758811032,0.12678936605316973,0.013054830287206266,0.11373453576596347,2.4832580179973753,0.18813905930470348,0.015665796344647518,0.17247326296005597,2.2422446365259368,0.3006134969325153,0.028720626631853787,0.27189287030066156
37,Q8K2C7,TP,3.1447767406204292,0.05930470347648262,0.0026109660574412533,0.056693737419041365,3.320372202624354,0.07157464212678936,0.007832898172323759,0.06374174395446561,3.642948548201875,0.03067484662576687,0.0026109660574412533,0.02806388056832562,3.784215051110124,0.05112474437627812,0.007832898172323759,0.04329184620395436,3.3868809808152562,0.018404907975460124,0.0026109660574412533,0.01579394191801887,3.60841063667905,0.0408997955010225,0.010443864229765013,0.030455931271257484
38,Q9Z2G6,TP,3.0940121499503337,0.06134969325153374,0.0026109660574412533,0.05873872719409249,3.525068613345396,0.044989775051124746,0.007832898172323759,0.03715687687880099,3.3166241476116043,0.07157464212678936,0.0026109660574412533,0.06896367606934811,3.7133516519109904,0.05521472392638037,0.007832898172323759,0.04738182575405661,2.6258846042542254,0.1554192229038855,0.010443864229765013,0.14497535867412048,3.1028752615091566,0.09406952965235174,0.010443864229765013,0.08362566542258673
39,Q07113,,3.039743679050144,0.06339468302658487,0.0026109660574412533,0.060783716969143614,3.3017876306338807,0.0736196319018405,0.007832898172323759,0.06578673372951674,3.1820656444949305,0.09815950920245399,0.005221932114882507,0.09293757708757149,3.409780636982991,0.09406952965235174,0.007832898172323759,0.08623663148002798,3.489991511776621,0.012269938650306749,0.0026109660574412533,0.009658972592865495,3.7979696572202264,0.032719836400818,0.007832898172323759,0.02488693822849424
40,Q3V1T4,TP,3.037952102948294,0.06339468302658487,0.0026109660574412533,0.060783716969143614,3.086844919892299,0.08997955010224949,0.007832898172323759,0.08214665192992573,3.8055968703665184,0.024539877300613498,0.0026109660574412533,0.021928911243172245,3.8201607282148466,0.049079754601226995,0.007832898172323759,0.04124685642890324,3.241142522140971,0.03680981595092025,0.005221932114882507,0.03158788383603774,3.335969532944844,0.06339468302658487,0.010443864229765013,0.05295081879681986
41,O09164,TP,3.0307939758608793,0.065439672801636,0.0026109660574412533,0.06282870674419475,3.450441731963203,0.049079754601226995,0.007832898172323759,0.04124685642890324,3.2941790775030726,0.07975460122699386,0.0026109660574412533,0.07714363516955261,3.6794978745097198,0.05725971370143149,0.007832898172323759,0.049426815529107736,3.4122261368846947,0.014314928425357873,0.0026109660574412533,0.011703962367916619,3.8778080868468874,0.028629856850715747,0.007832898172323759,0.020796958678391986
42,Q5I012,,3.0213345626305985,0.06748466257668712,0.0026109660574412533,0.06487369651924586,3.0967074503436893,0.08997955010224949,0.007832898172323759,0.08214665192992573,3.387976848387171,0.06339468302658487,0.0026109660574412533,0.060783716969143614,3.4290207770045855,0.09202453987730061,0.007832898172323759,0.08419164170497685,2.7693465770742756,0.11042944785276074,0.010443864229765013,0.09998558362299573,2.890653658647235,0.1329243353783231,0.015665796344647518,0.11725853903367559
43,Q6P5E4,TP,2.999424603966181,0.06748466257668712,0.0026109660574412533,0.06487369651924586,3.0219752774208617,0.09611451942740286,0.007832898172323759,0.0882816212550791,3.3338775963822833,0.06748466257668712,0.0026109660574412533,0.06487369651924586,3.322099310741288,0.10429447852760736,0.007832898172323759,0.0964615803552836,2.714194081840413,0.12474437627811862,0.010443864229765013,0.1143005120483536,2.7826789491549633,0.16155419222903886,0.018276762402088774,0.14327742982695008
44,P24668,,2.995238774123901,0.06952965235173825,0.0026109660574412533,0.066918686294297,3.0887092461257306,0.08997955010224949,0.007832898172323759,0.08214665192992573,3.125292540788245,0.11042944785276074,0.010443864229765013,0.09998558362299573,3.184434053694398,0.12065439672801637,0.010443864229765013,0.11021053249825136,3.204737559214895,0.03885480572597137,0.005221932114882507,0.03363287361108887,3.3441422250765935,0.06339468302658487,0.010443864229765013,0.05295081879681986
45,Q6ZQM8,TP,2.975064595917968,0.06952965235173825,0.0026109660574412533,0.066918686294297,2.8121663294957755,0.15337423312883436,0.015665796344647518,0.13770843678418684,3.2571377362557907,0.08588957055214724,0.0026109660574412533,0.08327860449470599,3.059910510737922,0.1492842535787321,0.015665796344647518,0.13361845723408458,2.4459642590308373,0.20245398773006135,0.015665796344647518,0.18678819138541383,2.3290001864685137,0.27607361963190186,0.02610966057441253,0.24996395905748933
46,Q91XD7,,2.9721451540440844,0.07157464212678936,0.0026109660574412533,0.06896367606934811,3.785110676402539,0.03067484662576687,0.007832898172323759,0.02284194845344311,3.1056294658468593,0.1165644171779141,0.010443864229765013,0.1061205529481491,3.884266029109637,0.04294478527607362,0.007832898172323759,0.035111887103749864,3.1041224545674164,0.05112474437627812,0.005221932114882507,0.045902812261395615,3.96302217078574,0.028629856850715747,0.007832898172323759,0.020796958678391986
47,Q9Z247,TP,2.964468714869644,0.07157464212678936,0.0026109660574412533,0.06896367606934811,3.238374881339636,0.07975460122699386,0.007832898172323759,0.0719217030546701,2.9993860549213878,0.1329243353783231,0.013054830287206266,0.11986950509111684,3.238963262295703,0.11451942740286299,0.010443864229765013,0.10407556317309798,2.893493153983177,0.08588957055214724,0.007832898172323759,0.07805667237982349,3.2133335143130375,0.081799591002045,0.010443864229765013,0.07135572677227998
48,P29416,,2.937300343673018,0.0736196319018405,0.0026109660574412533,0.07100866584439924,2.828243351325076,0.147239263803681,0.015665796344647518,0.13157346745903348,3.664724144360911,0.028629856850715747,0.0026109660574412533,0.026018890793274494,3.5213381929172924,0.07975460122699386,0.007832898172323759,0.0719217030546701,3.1121929830284487,0.05112474437627812,0.005221932114882507,0.045902812261395615,3.0490701845403754,0.10224948875255624,0.013054830287206266,0.08919465846534998
49,P70302,TP,2.9362623558035006,0.0736196319018405,0.0026109660574412533,0.07100866584439924,2.8949183122295827,0.1329243353783231,0.015665796344647518,0.11725853903367559,3.241112850964697,0.08997955010224949,0.005221932114882507,0.08475761798736699,3.165439848295103,0.12474437627811862,0.010443864229765013,0.1143005120483536,2.7409157754634217,0.11247443762781185,0.010443864229765013,0.10203057339804684,2.745505925749373,0.16973415132924335,0.020887728459530026,0.14884642286971334
50,D3Z2R5,TP,2.9197942781429576,0.07566462167689161,0.0026109660574412533,0.07305365561945036,3.2378141080692275,0.081799591002045,0.007832898172323759,0.07396669282972124,3.18000807301465,0.09815950920245399,0.005221932114882507,0.09293757708757149,3.4636989438452437,0.08588957055214724,0.007832898172323759,0.07805667237982349,2.8049379534086682,0.09815950920245399,0.010443864229765013,0.08771564497268898,3.1688919771948076,0.08793456032719836,0.010443864229765013,0.07749069609743335
51,Q61334,TP,2.919406108191672,0.07770961145194274,0.0026109660574412533,0.07509864539450149,2.9392644885403523,0.11451942740286299,0.015665796344647518,0.09885363105821547,3.432166168273149,0.05521472392638037,0.0026109660574412533,0.052603757868939116,3.417695589526153,0.09202453987730061,0.007832898172323759,0.08419164170497685,2.3431625521829598,0.22085889570552147,0.018276762402088774,0.2025821333034327,2.4089551263915094,0.24948875255623723,0.02349869451697128,0.22599005803926595
52,P82347,FP,2.9040781841765098,0.07975460122699386,0.0026109660574412533,0.07714363516955261,2.951900272359394,0.11042944785276074,0.013054830287206266,0.09737461756555447,3.1387444693753075,0.1083844580777096,0.007832898172323759,0.10055155990538585,3.152237598462515,0.12678936605316973,0.010443864229765013,0.11634550182340472,2.975889142739279,0.07157464212678936,0.005221932114882507,0.06635271001190686,3.069645424782032,0.09611451942740286,0.010443864229765013,0.08567065519763785
53,Q9D024,TP,2.9016259807147566,0.07975460122699386,0.005221932114882507,0.07453266911211136,2.937115555334431,0.1165644171779141,0.015665796344647518,0.10089862083326659,2.77376072772585,0.16973415132924335,0.018276762402088774,0.15145738892715457,2.774921343249848,0.19631901840490798,0.02610966057441253,0.17020935783049546,2.987853457410535,0.06952965235173825,0.005221932114882507,0.06430772023685574,3.0692772258900787,0.09611451942740286,0.013054830287206266,0.0830596891401966
54,P12023,TP,2.900951343300377,0.081799591002045,0.005221932114882507,0.07657765888716249,2.9955993725731758,0.10224948875255624,0.007832898172323759,0.09441659058023248,3.3728720974574022,0.06339468302658487,0.0026109660574412533,0.060783716969143614,3.433191167634525,0.08997955010224949,0.007832898172323759,0.08214665192992573,2.8024820906878665,0.10020449897750511,0.010443864229765013,0.0897606347477401,2.9430643138205346,0.1165644171779141,0.015665796344647518,0.10089862083326659
