uniprot,annotation,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2
Q9EPK6,TP,3.4662385988170685,0.02044989775051125,0.0026109660574412533,0.017838931693069996,3.259208239948125,0.07770961145194274,0.007832898172323759,0.06987671327961899,3.9014826237869835,0.014314928425357873,0.0026109660574412533,0.011703962367916619,3.660123305822364,0.05930470347648262,0.007832898172323759,0.05147180530415886,3.1029137367493242,0.05112474437627812,0.005221932114882507,0.045902812261395615,2.9418175717402497,0.11860940695296524,0.015665796344647518,0.10294361060831772,2.352192903011903,0.2903225806451613,0.03234501347708895,0.25797756716807235,2.129828737580241,0.31827956989247314,0.03504043126684636,0.2832391386256268,1.8035954241735739,0.28817204301075267,0.05390835579514825,0.23426368721560442,1.5395917346082395,0.35053763440860214,0.0646900269541779,0.2858476074544242,1.498859553992672,0.13548387096774195,0.07008086253369272,0.06540300843404923,1.2619025123822143,0.1913978494623656,0.0889487870619946,0.102449062400371
O35887,TP,3.447099162304363,0.022494887525562373,0.0026109660574412533,0.01988392146812112,3.138548971588061,0.08793456032719836,0.007832898172323759,0.0801016621548746,3.4775963516825015,0.044989775051124746,0.0026109660574412533,0.042378808993683494,3.1347172018705227,0.13496932515337423,0.015665796344647518,0.11930352880872672,3.3000149506126295,0.026584867075664622,0.005221932114882507,0.021362934960782114,3.0373989537561963,0.10224948875255624,0.013054830287206266,0.08919465846534998,2.818376962061007,0.15698924731182795,0.018867924528301886,0.13812132278352607,2.4820988549437093,0.23010752688172043,0.026954177897574125,0.2031533489841463,2.125672791374381,0.21505376344086022,0.02425876010781671,0.1907950033330435,1.7477551601234098,0.2838709677419355,0.05121293800539083,0.23265802973654465,0.7111458796295291,0.40860215053763443,0.22911051212938005,0.17949163840825438,,,,
Q9CXE7,TP,3.4452531696103756,0.024539877300613498,0.0026109660574412533,0.021928911243172245,4.187443063680818,0.02044989775051125,0.007832898172323759,0.01261699957818749,3.470255451919925,0.04703476482617587,0.0026109660574412533,0.04442379876873462,4.178116386894691,0.024539877300613498,0.007832898172323759,0.016706979128289737,3.7409020540023223,0.006134969325153374,0.0026109660574412533,0.003524003267712121,4.529026141932633,0.02044989775051125,0.005221932114882507,0.015227965635628742,4.935256913264385,0.010752688172043012,0.0,0.010752688172043012,5.134284367850313,0.04086021505376344,0.008086253369272238,0.032773961684491204,4.686315033048854,0.010752688172043012,0.0,0.010752688172043012,4.8437029635011095,0.04086021505376344,0.008086253369272238,0.032773961684491204,1.5673976677632866,0.11827956989247312,0.05390835579514825,0.06437121409732488,1.7518322461704185,0.07956989247311828,0.03504043126684636,0.04452946120627192
Q9D0F3,TP,3.418870653548509,0.026584867075664622,0.0026109660574412533,0.02397390101822337,3.1625203663361967,0.08384458077709611,0.007832898172323759,0.07601168260477235,3.917866812296847,0.0081799591002045,0.0026109660574412533,0.0055689930427632464,3.627187565988858,0.06748466257668712,0.007832898172323759,0.05965176440436336,3.85900281803453,0.00408997955010225,0.0026109660574412533,0.0014790134926609966,3.6485867246820862,0.03885480572597137,0.007832898172323759,0.031021907553647615,2.7058625987115192,0.18064516129032257,0.026954177897574125,0.15369098339274845,3.009732318878686,0.12903225806451613,0.018867924528301886,0.11016433353621424,2.0806973281352157,0.23010752688172043,0.026954177897574125,0.2031533489841463,2.34292752416871,0.17204301075268819,0.018867924528301886,0.1531750862243863,0.5906363143769723,0.44731182795698926,0.2641509433962264,0.18316088456076285,0.8799131583653435,0.2860215053763441,0.14824797843665768,0.1377735269396864
Q02819,TP,3.401109567083884,0.028629856850715747,0.0026109660574412533,0.026018890793274494,3.3890395397631115,0.06134969325153374,0.007832898172323759,0.053516795079209985,3.9017242086790556,0.012269938650306749,0.0026109660574412533,0.009658972592865495,3.8553252222626067,0.04294478527607362,0.007832898172323759,0.035111887103749864,3.147401867874133,0.0408997955010225,0.005221932114882507,0.03567786338613999,3.181266034413229,0.08588957055214724,0.010443864229765013,0.07544570632238223,2.404569964499514,0.27741935483870966,0.03234501347708895,0.2450743413616207,2.11939474113885,0.3225806451612903,0.03773584905660377,0.28484479610468655,1.762600784184805,0.30752688172043013,0.05929919137466307,0.24822769034576705,1.4357860366904678,0.3763440860215054,0.07816711590296496,0.2981769701185404,1.5871821450058,0.11397849462365592,0.05390835579514825,0.06007013882850767,1.2874140454663394,0.17204301075268819,0.07816711590296496,0.09387589484972322
Q8BYB9,TP,3.3879802524319502,0.03067484662576687,0.0026109660574412533,0.02806388056832562,3.3965772843557085,0.05930470347648262,0.007832898172323759,0.05147180530415886,3.5857706596205348,0.034764826175869123,0.0026109660574412533,0.03215386011842787,3.5600387324486173,0.07770961145194274,0.007832898172323759,0.06987671327961899,2.6036023018519927,0.15950920245398773,0.015665796344647518,0.1438434061093402,2.6581335276356204,0.19631901840490798,0.020887728459530026,0.17543128994537796,3.9447538650873444,0.01935483870967742,0.0,0.01935483870967742,3.738032045433412,0.04946236559139785,0.008086253369272238,0.04137611222212561,2.5943805589678837,0.12043010752688173,0.008086253369272238,0.11234385415760949,2.3460192151802786,0.16989247311827957,0.018867924528301886,0.1510245485899777,3.0369480701490073,0.012903225806451613,0.0026954177897574125,0.0102078080166942,2.81563337431628,0.04516129032258064,0.013477088948787063,0.03168420137379358
Q9ES89,TP,3.3811368864249545,0.032719836400818,0.0026109660574412533,0.030108870343376747,2.977486693581582,0.10633946830265849,0.010443864229765013,0.09589560407289348,3.2540831788590303,0.08793456032719836,0.0026109660574412533,0.08532359426975711,2.816104026919981,0.18404907975460122,0.018276762402088774,0.16577231735251244,2.854011892233614,0.09202453987730061,0.010443864229765013,0.0815806756475356,2.49629589325011,0.22903885480572597,0.02349869451697128,0.2055401602887547,,,,,2.2751333784044974,0.27741935483870966,0.03504043126684636,0.2423789235718633,,,,,1.4257253973035804,0.37849462365591396,0.07816711590296496,0.30032750775294903,,,,,1.3306329583812202,0.15268817204301074,0.07008086253369272,0.08260730950931802
E9Q723,,3.376445706733274,0.034764826175869123,0.0026109660574412533,0.03215386011842787,3.45151322794341,0.049079754601226995,0.007832898172323759,0.04124685642890324,3.6978719937174698,0.028629856850715747,0.0026109660574412533,0.026018890793274494,3.73861055583193,0.053169734151329244,0.007832898172323759,0.04533683597900549,3.0860466755905405,0.05930470347648262,0.005221932114882507,0.05408277136160011,3.207048390660546,0.08384458077709611,0.010443864229765013,0.0734007165473311,2.2965277998759612,0.3053763440860215,0.03234501347708895,0.27303133060893253,2.240790838865259,0.2903225806451613,0.03504043126684636,0.25528214937831495,1.7464437908509345,0.3118279569892473,0.05929919137466307,0.25252876561458426,1.6490673057065597,0.3204301075268817,0.05929919137466307,0.2611309161522187,1.1839688333567382,0.21935483870967742,0.1078167115902965,0.11153812711938092,1.1136389961672404,0.23010752688172043,0.11320754716981132,0.1168999797119091
O54998,TP,3.3758522380145872,0.034764826175869123,0.0026109660574412533,0.03215386011842787,3.6434985454257385,0.032719836400818,0.007832898172323759,0.02488693822849424,3.7462006242346533,0.026584867075664622,0.0026109660574412533,0.02397390101822337,3.979517972550128,0.032719836400818,0.007832898172323759,0.02488693822849424,2.7237622546631086,0.12269938650306748,0.010443864229765013,0.11225552227330247,3.037342755934129,0.10429447852760736,0.013054830287206266,0.0912396482404011,1.7955333600009462,0.44731182795698926,0.05390835579514825,0.393403472161841,1.529190762667974,0.45376344086021503,0.0646900269541779,0.3890734139060371,,,,,,,,,1.110880312826664,0.23440860215053763,0.12398921832884097,0.11041938382169666,0.8299448393148959,0.3032258064516129,0.15363881401617252,0.14958699243544038
Q91YW3,TP,3.358017888456872,0.03680981595092025,0.0026109660574412533,0.034198849893478996,3.629932554327889,0.034764826175869123,0.007832898172323759,0.026931928003545366,3.4207756166345393,0.06134969325153374,0.0026109660574412533,0.05873872719409249,3.65836132340988,0.06134969325153374,0.007832898172323759,0.053516795079209985,3.031677635481122,0.06134969325153374,0.005221932114882507,0.05612776113665124,3.3495264952120083,0.05930470347648262,0.010443864229765013,0.04886083924671761,2.4702049344270245,0.25806451612903225,0.03234501347708895,0.2257195026519433,2.144531108781382,0.3139784946236559,0.03504043126684636,0.27893806335680954,2.1115467914728296,0.21935483870967742,0.026954177897574125,0.1924006608121033,1.7442334416935144,0.28817204301075267,0.05121293800539083,0.23695910500536183,1.7902322245673632,0.06881720430107527,0.03773584905660377,0.031081355244471497,1.4499655227429253,0.13118279569892474,0.05660377358490566,0.07457902211401908
